DOI,Country Code,Institutions
10.1103/PhysRevApplied.17.054006,AU,"Univ New South Wales,UNSW Sydney"
10.1103/PhysRevA.82.013601,CN,"Shanxi Univ,Shaoxing Univ,Zhejiang Ocean Univ"
10.1134/S1063783416110287,"DE,RU","Novosibirsk State Tech Univ,Leibniz Inst Photon Technol"
10.1103/PhysRevB.106.L201305,"DK,SE","Lund Univ,Univ Copenhagen"
10.1088/2058-9565/ac070d,DK,Tech Univ Denmark
10.1103/PhysRevA.99.052126,"CN,US","Washington Univ,Southern Univ Sci & Technol,Inst Mat Sci & Engn"
10.1103/PhysRevB.109.085303,"JP,CH","Univ Basel,RIKEN"
10.1140/epjp/s13360-023-04267-9,US,"SUNY Polytech Inst,Informat Directorate"
10.1140/epjqt/s40507-020-00082-8,"RU,US","RadiaBeam Technol LLC,Natl Res Nucl Univ MEPhI,Univ Chicago,Argonne Natl Lab,Brookhaven Natl Lab"
10.1002/qute.202000027,GB,"Univ Sussex,Universal Quantum Ltd,Univ Oxford"
10.1103/PhysRevB.96.165312,CH,Swiss Fed Inst Technol
10.1088/1367-2630/15/4/043028,"CA,JP","NTT Corp,Tokyo Univ Sci,Univ Waterloo,Res Org Informat & Syst"
10.1038/s42005-020-0307-5,"FI,DE","Aalto Univ,Univ Ulm"
10.1038/s41467-022-29078-x,FI,Aalto Univ
10.1103/PhysRevX.8.021005,"FR,US","Yale Univ,INRIA Paris"
10.1103/PRXQuantum.2.040338,US,"Sandia Natl Labs,Univ Calif Berkeley,Lawrence Berkeley Natl Lab"
10.1134/S0021364016060047,"DE,RU","Novosibirsk State Tech Univ,Leibniz Inst Photon Technol"
10.1088/1361-6668/ace8c7,"JP,GB","Yokohama Natl Univ,Natl Inst Adv Ind Sci & Technol"
10.1038/srep01987,FI,Aalto Univ
10.1103/PhysRevA.107.033708,"CN,US","Univ Sci & Technol China,Univ Calif Los Angeles,Suzhou Univ"
10.1134/S1063785016040076,"DE,RU,SK","Novosibirsk State Tech Univ,Comenius Univ,Slovak Acad Sci,Leibniz Inst Photon Technol"
10.1103/PhysRevB.100.245427,DE,Univ Konstanz
10.1088/2058-9565/aa7c50,"IT,SG","Natl Univ Singapore,Nanyang Technol Univ,CNRS UNS NUS NTU Int Joint Res Unit,Univ Catania,INFN"
10.1103/PhysRevA.81.062332,US,MIT
10.1002/adma.202208998,DE,"Univ Stuttgart,Heidelberg Univ"
10.1063/5.0177857,CH,"IBM Res Zurich,Univ Basel"
10.1109/TASC.2022.3148965,FI,"VTT Tech Res Ctr Finland Ltd,Bluefors Oy"
10.1145/3474222,"NL,PK,US,GB","Intel Corp,HITEC Univ,UCL,Delft Univ Technol"
10.1126/science.1243289,"FR,US","Yale Univ,INRIA Paris Rocquencourt"
10.1038/nature10713,"CA,CH,US","ETH,Raytheon BBN Technol,Univ Sherbrooke"
10.1103/PhysRevApplied.18.064082,US,"Sandia Natl Labs,Princeton Univ,Univ Calif Los Angeles"
10.1103/PhysRevLett.126.153602,"CZ,DK","Tech Univ Denmark,Palacky Univ"
10.1088/1367-2630/aca81f,"DK,MY,PL,SG,GB","Nanyang Technol Univ,Natl Univ Singapore,Univ Teknol Malaysia,Univ Copenhagen,Univ Oxford,Univ Gdansk"
10.1063/5.0138627,CN,"Hangzhou Normal Univ,Nanjing Univ"
10.1103/PhysRevLett.126.010501,US,"Natl Inst Stand & Technol,Univ Colorado,Univ Oregon"
10.1103/PhysRevX.12.011008,CH,Swiss Fed Inst Technol
10.1088/1367-2630/12/6/063015,CN,Univ Sci & Technol China
10.1088/0957-4484/27/46/464003,CA,"McGill Univ,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevLett.128.013601,"CA,US","Univ Maryland,Univ Alberta"
10.1364/OE.26.030689,CN,"Shangrao Normal Univ,Univ Sci & Technol China,Nanjing Univ,Hangzhou Normal Univ"
10.1103/PhysRevLett.107.053602,"CH,US","Princeton Univ,ETH,Natl Inst Stand & Technol"
10.1039/d3mh01201h,ES,"CSIC,Univ Zaragoza"
10.1038/s41567-020-0952-3,"DK,NL,US","Yale Univ,Delft Univ Technol,Microsoft Quantum Lab Delft,Univ Copenhagen"
10.1038/s41467-018-06142-z,US,CALTECH
10.1140/epjp/s13360-022-03251-z,CN,"Hangzhou Normal Univ,Nanjing Univ,Shangrao Normal Univ"
10.1016/j.cplett.2023.140975,JP,Univ Tokyo
10.1073/pnas.1618020114,US,"Univ Maryland,Natl Sci Fdn,Microsoft Res,IonQ Inc"
10.1038/s41567-019-0478-8,US,Penn State Univ
10.1109/JSSC.2022.3201775,US,"IBM TJ Watson Res Ctr,IBM Syst,IBM Almaden Res Ctr"
10.1103/PhysRevApplied.14.064033,"BR,DE,US","Syracuse Univ,Univ Fed Santa Catarina,Saarland Univ,Univ Colorado,SeeQC Inc,Res Ctr Julich,US Air Force Res Lab"
10.1109/JLT.2023.3311806,US,Univ Washington
10.1103/PhysRevX.9.011021,US,"Princeton Univ,Univ Maryland"
10.1039/c6dt02664h,"AT,NL,ES","CSIC,Univ Zaragoza,Fdn ARAID,Univ Barcelona,TU Wien,Delft Univ Technol"
10.1364/OL.43.005765,CN,"Hangzhou Normal Univ,Univ Sci & Technol China,Nanjing Univ"
10.1103/PhysRevA.89.033857,US,"Princeton Univ,IBM Corp,Yale Univ"
10.1103/PhysRevA.107.032616,CN,"Hangzhou Normal Univ,Nanjing Univ"
10.1103/PhysRevApplied.22.054043,US,Stanford Univ
10.1103/PhysRevB.101.245415,AR,"Univ Nacl Cuyo,Consejo Nacl Invest Cient & Tecn"
10.1038/s41534-023-00784-8,CN,"Tsinghua Univ,Renmin Univ China,Beijing Acad Quantum Informat Sci,Southern Univ Sci & Technol,Huazhong Univ Sci & Technol,China Acad Engn Phys,Hefei Natl Lab,Frontier Sci Ctr Quantum Informat"
10.1007/s11467-022-1163-4,CN,"Hangzhou Normal Univ,Nanjing Univ,Shangrao Normal Univ"
10.1038/s41467-022-33921-6,"CN,GB","Tsinghua Univ,Hefei Natl Lab"
10.1063/1.4994661,"AT,US","CALTECH,IST Austria"
10.1002/qute.202400141,"FR,RU","Lomonosov Moscow State Univ,RAS,Moscow MV Lomonosov State Univ,Skolkovo Inst Sci & Technol,PSL Res Univ"
10.1021/acs.nanolett.0c03980,NL,Delft Univ Technol
10.1063/5.0055318,AU,UNSW
10.1038/s41567-018-0199-4,"FI,TW","Aalto Univ,Natl Taiwan Univ,Acad Sinica"
10.1080/09500340.2014.986550,CN,Xi An Jiao Tong Univ
10.35848/1347-4065/aca256,JP,"Fujitsu Ltd,RIKEN,Univ Tokyo"
10.1038/s41467-022-29906-0,"FR,US","Univ Calif Berkeley,Univ Rochester,Univ Paris Saclay,Chapman Univ"
10.1103/PhysRevLett.114.080501,US,"Univ Chicago,Univ Maryland,IBM Corp"
10.1038/ncomms5225,US,"Lab Phys Sci,Univ Maryland"
10.1038/s41598-022-21267-4,"CZ,PL","Adam Mickiewicz Univ,Palacky Univ"
10.1103/PhysRevB.81.104505,AR,"Ctr Atom Bariloche,Inst Balseiro"
10.1080/09500340.2016.1185546,CN,Xi An Jiao Tong Univ
10.1088/1402-4896/ad6dae,RU,Novosibirsk State Tech Univ
10.1103/PhysRevLett.122.050403,"DE,US","Heidelberg Univ,Brookhaven Natl Lab"
10.1088/1367-2630/ac22ea,US,Virginia Tech
10.1007/s11433-014-5591-1,"CN,SG","Shaoguan Univ,Lanzhou Univ Technol,Natl Univ Singapore"
10.1364/JOSAB.33.000C50,US,"Univ Arizona,Sandia Natl Labs"
10.1038/nature11505,US,"Univ Calif Berkeley,Univ Calif Riverside"
10.1103/PhysRevLett.121.267002,US,MIT
10.1007/s11128-020-2578-x,CN,"Zhejiang Univ Sci & Technol,Univ Sci & Technol China,Nanjing Univ,Hangzhou Normal Univ,Shangrao Normal Univ"
10.1103/PhysRevB.86.184501,JP,NTT Corp
10.1038/s41534-020-00289-8,US,MIT
10.1103/PhysRevLett.129.010502,"CN,US","Alibaba Grp,Alibaba Grp USA"
10.1063/5.0077443,"DE,GB","Heriot Watt Univ,Tech Univ Munich,Bayer Akad Wissensch,Saarland Univ,Munich Ctr Quantum Sci & Technol MSQCT,Friedrich Alexander Univ Erlangen Nurnberg FAU,Max Planck Inst Sci Light"
10.1088/1367-2630/ad1e90,US,Yale Univ
10.1103/PhysRevB.99.085434,"DK,CH","Univ Copenhagen,Swiss Fed Inst Technol"
10.1103/PhysRevA.104.032409,"CN,US","Univ Sci & Technol China,Univ Calif Los Angeles,Suzhou Univ"
10.1103/PhysRevLett.106.130504,US,"CALTECH,Univ Penn"
10.1103/PhysRevB.104.174202,"DE,RU","Karlsruhe Inst Technol,Landau Inst Theoret Phys,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1038/srep05535,"CN,JP,US","Beijing Computat Sci Res Ctr,RIKEN,Univ Hong Kong,Wuhan Univ,Univ Michigan"
10.1103/PhysRevLett.131.113601,"CN,JP,PL,US","Fuzhou Univ,RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp RQC,Chinese Acad Sci,Univ Chinese Acad Sci,South China Univ Technol,Zhejiang Univ,Adam Mickiewicz Univ,Univ Michigan"
10.1038/s41467-020-17511-y,"CA,JP","RIKEN,Tokyo Med & Dent Univ,Univ Tokyo,Univ Sherbrooke,Japan Sci & Technol Agcy"
10.1063/5.0170259,CN,"Nanjing Univ,Hefei Natl Lab,Purple Mt Labs"
10.1088/1612-2011/13/8/085201,CN,"Hefei Normal Univ,Anhui Xinhua Univ,Nanjing Univ"
10.1063/5.0069561,US,"Univ Florida,US Air Force Res Lab"
10.1103/PhysRevLett.110.157001,DE,Karlsruhe Inst Technol
10.1103/PhysRevLett.107.220501,"FR,JP","CEA Saclay,Univ Tsukuba,Sumitomo Elect Ind Ltd,Japan Atom Energy Agcy,ENS Cachan,CNRS"
10.1364/OE.24.000125,"CH,US","Univ Geneva,NIST,CALTECH,Univ Basel"
10.1038/s41567-024-02408-0,"AT,US","CALTECH,Univ Innsbruck,Austrian Acad Sci"
10.1002/cta.2331,IN,West Bengal State Univ
10.1103/PhysRevX.13.021039,US,CALTECH
10.1103/PhysRevApplied.14.054059,"DE,RU,GB","Novosibirsk State Tech Univ,Bauman Moscow State Tech Univ,VNIIA,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Moscow Inst Phys & Technol,Univ Cambridge,Univ Glasgow,Leibniz Inst Photon Technol"
10.1103/PhysRevLett.118.140501,"DK,NL","Univ Copenhagen,Univ Utrecht"
10.1007/s10909-022-02871-0,"RU,GB","Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Royal Holloway Univ London,Natl Phys Lab"
10.1103/PhysRevB.82.180518,JP,NTT Corp
10.1016/j.physc.2021.1353977,PK,COMSATS Univ Islamabad
10.1063/5.0153617,US,"NY CREATES,NIST,Brookhaven Natl Lab,SUNY Polytech Inst,Neutral Phys Corp"
10.1140/epjb/e2012-30765-x,CN,Dalian Univ Technol
10.1063/10.0004230,UA,"Natl Acad Sci Ukraine,Kharkov Natl Univ"
10.1038/s41567-022-01590-3,US,"Lawrence Berkeley Natl Lab,Univ Calif Berkeley"
10.1038/s41534-021-00457-4,US,"Harvard Univ,Sandia Natl Labs,MIT,CCDC Army Res Lab,Brookhaven Natl Lab"
10.1063/5.0004777,DE,Univ Konstanz
10.1103/PhysRevB.109.184515,FR,Univ Grenoble Alpes
10.1038/s41467-022-28670-5,CH,"IBM Res Europe,Swiss Fed Inst Technol,Swiss Fed Inst Technol Lausanne FPFL"
10.1016/j.sse.2022.108582,US,"San Jose State Univ,Lawrence Livermore Natl Lab"
10.1103/PhysRevLett.124.120501,CN,"Tsinghua Univ,Fuzhou Univ"
10.1038/s41467-022-34614-w,"FI,FR","IQM,Aalto Univ,VTT Tech Res Ctr Finland Ltd,QTF Ctr Excellence"
10.1088/0256-307X/31/3/030303,CN,Tsinghua Univ
10.1103/PhysRevLett.106.030502,"CA,US","Univ Waterloo,Princeton Univ,Univ Sherbrooke"
10.1103/PhysRevApplied.20.024058,"AU,AT,DE,CH","Univ Queensland,Swiss Fed Inst Technol,Univ Innsbruck,Austrian Acad Sci,Rhein Westfal TH Aachen"
10.1103/PhysRevA.98.042331,CN,"Dalian Nationalities Univ,Qufu Normal Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1038/s41467-022-29287-4,"DK,US","MIT,Univ Copenhagen"
10.1038/s41586-022-04720-2,US,"NIST,Univ Colorado"
10.1088/0256-307X/33/2/024202,CN,"Beijing Inst Technol,S China Normal Univ"
10.1038/s41534-023-00678-9,DE,Karlsruhe Inst Technol
10.3390/s23177462,US,Penn State Univ
10.1103/PhysRevA.81.063823,"CN,JP,US","RIKEN,Tsinghua Univ,Univ Michigan"
10.1103/PhysRevA.105.042401,CN,Xidian Univ
10.1103/PhysRevX.13.041023,"BG,DE,US","Max Planck Inst Phys Komplexer Syst,Univ Calif,Lawrence Berkeley Natl Lab,Univ Cologne,Univ Bonn,St Kliment Ohridski Univ Sofia"
10.1103/PhysRevX.11.011015,"ES,US","CALTECH,AWS Ctr Quantum Comp,CSIC,IFF CSIC"
10.1007/s11467-023-1319-x,CN,"Hangzhou Normal Univ,Zhejiang Univ"
10.1038/s41467-019-10798-6,"BR,CA,CH","Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res,Univ Fed Goias"
10.1103/PhysRevA.93.062511,"AU,ZA,US","NIST,Army Res Lab,Georgia Tech Res Inst,Univ Stellenbosch,CSIR,Univ Sydney"
10.1038/srep07873,"AU,CN,JP,US","Univ New S Wales,Nanjing Univ,Chinese Acad Sci,RIKEN,Univ Michigan"
10.1103/PhysRevA.92.012308,CN,"Sun Yat sen Univ,Shaoxing Univ"
10.1126/sciadv.abn1778,"CN,GB",Tsinghua Univ
10.1021/acs.jpcc.4c07265,ES,"Univ Zaragoza,CSIC,UPV,Fdn ARAID,IMDEA Nanociencia"
10.1038/s41467-023-39682-0,US,"Michigan State Univ,MIT,Washington Univ"
10.1103/PhysRevLett.106.083601,"CA,US","Princeton Univ,Univ Waterloo"
10.1103/PhysRevLett.126.090503,"AT,US","Univ Colorado,NIST,Austrian Acad Sci,Univ Innsbruck,Univ Illinois,Yale Univ,Lab Phys Sci"
10.1103/PhysRevApplied.14.014072,"IN,US","Tata Inst Fundamental Res,Univ Chicago"
10.1103/PhysRevApplied.11.014009,US,"Univ Wisconsin,Syracuse Univ,Northrop Grumman Corp,IBM TJ Watson Res Ctr,Univ Rochester,Univ Maryland,Univ Oregon,SeeQC Inc"
10.1103/PhysRevX.12.031036,"IT,ES,SE,CH","Chalmers Univ Technol,Barcelona Inst Sci & Technol,Univ Palermo,CNR,Ecole Polytech Fed Lausanne,Ecole Polytech Fed Lausanne EPFL,Swiss Fed Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1063/5.0128964,CN,"Nanjing Univ,Hefei Natl Lab,Purple Mt Labs"
10.1103/PhysRevB.93.134501,"DE,US",Rhein Westfal TH Aachen
10.1038/s41598-024-65086-1,"JP,GB","Fujitsu Ltd,Natl Inst Adv Ind Sci & Technol,Natl Astron Observ Japan"
10.1038/s42005-020-00514-y,IN,Indian Inst Sci
10.1103/PhysRevLett.112.160502,"DE,RU","Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1007/s11082-013-9752-7,"EG,SA","Al Azhar Univ,Sohag Univ,Taif Univ,Assiut Univ"
10.1587/transele.2018SDI0003,JP,Yokohama Natl Univ
10.1088/1361-6455/aad83a,CN,South China Normal Univ
10.1143/PTP.128.587,CN,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevA.109.012601,"CA,CN","Shandong Inspur Intelligence Res Inst Co Ltd,Shandong Yunhai Guochuang Innovat Technol Co Ltd,Beijing Univ Technol,Univ Waterloo,Hunan Normal Univ,Quantum Element Technol Shen Zhen Co Ltd"
10.1038/s41534-022-00600-9,BE,"IMEC,Katholieke Univ Leuven"
10.1103/PhysRevA.91.022303,CN,"S China Normal Univ,Nanjing Univ,Univ Hong Kong,Univ Sci & Technol China"
10.1364/JOSAB.437407,CN,South China Univ Technol
10.1103/PhysRevLett.129.110601,"FR,US","Ecole Normale Super Lyon,CNRS,Univ Grenoble Alpes,INRIA Paris,Chapman Univ,Univ Rochester"
10.1103/PhysRevA.91.042307,AU,Macquarie Univ
10.1103/PhysRevA.98.042307,KR,Yonsei Univ
10.1038/ncomms1581,NL,Leiden Univ
10.1088/1361-6668/aad8f4,"CL,FR,DE,ES","Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,CSIC,Univ Mayor,Univ Grenoble Alpes,CNRS"
10.1103/PhysRevApplied.13.014051,JP,"Tokyo Med & Dent Univ,RIKEN,Univ Tokyo"
10.1088/1674-1056/ac0425,CN,"Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Beijing Liuhe Lianchuang Technol Co Ltd,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1103/PhysRevA.81.012306,US,"Gettysburg Coll,Williams Coll"
10.1007/s11433-010-4014-1,CN,"Chinese Acad Sci,Univ Sci & Technol China"
10.1140/epjp/s13360-020-00611-5,IR,Yazd Univ
10.1088/1674-1056/ab37f9,CN,"Nanjing Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1038/s41586-020-2687-9,"TW,US","Univ Maryland,Natl Tsinghua Univ"
10.1126/sciadv.abb8780,"SE,US","MIT,Chalmers Univ Technol"
10.1088/0953-2048/26/11/114002,US,Univ Calif
10.1103/PhysRevLett.104.027002,US,MIT
10.1063/1.5006525,US,Raytheon BBN Technol
10.1038/s41586-021-03288-7,"CN,FR,US","Univ Chicago,Argonne Natl Lab,Southern Univ Sci & Technol,Univ Lyon,Univ Grenoble Alpes"
10.1038/s41467-021-26686-x,"FR,US","Univ Maryland,Univ Lyon"
10.1103/PhysRevLett.123.190502,"DE,RU,CH,US,GB","Karlsruhe Inst Technol,IBM Res Zurich,Swiss Fed Inst Technol,NIST,Natl Univ Sci & Technol MISIS,Univ Glasgow"
10.1038/s41467-022-34727-2,"CN,DE","Southern Univ Sci & Technol,Int Quantum Acad,Southeast Univ,Forschungszentrum Julich,Technol Innovat Inst"
10.7566/JPSJ.88.061011,JP,"Tokyo Univ Sci,RIKEN"
10.1134/S0021364011060130,CN,"S China Normal Univ,Nanjing Univ"
10.1103/PhysRevApplied.8.024004,US,Rigetti Comp
10.1103/PhysRevLett.105.167001,US,Univ Calif Merced
10.1007/s11128-016-1366-0,CN,Yanbian Univ
10.1109/TASC.2014.2330522,US,"Syracuse Univ,IBM Corp"
10.1103/PhysRevLett.129.037205,"CN,JP,NL","Delft Univ Technol,Tohoku Univ,Univ Chinese Acad Sci"
10.1103/PhysRevA.97.052315,"AU,CN,DE,JP","Nanjing Univ,Macquarie Univ,RIKEN Cluster Pioneering Res,Ulm Univ"
10.1103/PhysRevLett.123.080501,CN,"Tsinghua Univ,Shanxi Univ,South China Normal Univ"
10.1088/1367-2630/16/4/045020,"DE,IT","Rhein Westfal TH Aachen,JARA Fundamentals Future Informat Technol,Univ Palermo"
10.1209/0295-5075/101/50005,"FR,CH","Univ Paris 06,Univ Antonio Narino,ETH"
10.1109/TASC.2015.2456109,US,IBM Corp
10.1038/s41565-023-01515-y,NL,QphoX BV
10.1103/PhysRevB.84.184515,US,"Princeton Univ,IBM Corp"
10.1103/PhysRevA.109.052414,CN,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Univ Chinese Acad Sci,Frontier Sci Ctr Quantum Informat"
10.1103/PhysRevA.100.013841,US,CUNY
10.1103/PhysRevLett.133.240601,US,"Google Quantum AI,Yale Univ"
10.3938/jkps.76.1029,KR,"Korea Res Inst Stand & Sci,Korea Univ,Univ Sci & Technol,Sungkyunkwan Univ"
10.1103/PhysRevApplied.22.064038,US,"Atlantic Quantum,Syracuse Univ"
10.1103/PhysRevApplied.18.064036,CN,"Hangzhou Normal Univ,Zhejiang Univ,Shangrao Normal Univ"
10.1103/PhysRevB.110.115413,"PL,CH","AGH Univ Krakow,Univ Basel"
10.1103/PhysRevApplied.17.024058,GB,"Univ Oxford,Oxford Quantum Circuits"
10.1016/j.physc.2012.02.024,PK,Pakistan Inst Engn & Appl Sci
10.1103/PhysRevLett.125.200503,CN,"Nanjing Univ,Nanjing Univ Posts & Telecommun,Shanxi Univ"
10.1103/PhysRevA.85.053833,"CN,JP,US","RIKEN,Univ Macau,Tsinghua Univ,Univ Michigan"
10.12693/APhysPolA.138.728,"IE,PL","Univ Coll Dublin,Cracow Univ Sci & Technol,Quantum Hardware Syst"
10.1002/andp.201800427,CN,"Fuzhou Univ,Harbin Inst Technol"
10.1088/1367-2630/ab83d1,GB,UCL
10.1038/s41598-019-52866-3,"JP,KR,GB","Korea Inst Adv Study,Univ Oxford,Kongju Natl Univ,Univ Tokyo"
10.1103/PhysRevLett.121.110501,CN,"Tsinghua Univ,South China Normal Univ"
10.1103/PhysRevApplied.14.064016,CN,"Nanjing Univ,Nanjing Univ Posts & Telecommun,Shanxi Univ"
10.1103/PRXQuantum.3.040332,"FI,JP,GB","NTT Corp,Natl Inst Adv Ind Sci & Technol,IQM Finland Oy"
10.1103/PhysRevA.84.043816,DE,Tech Univ Munich
10.1103/PhysRevA.101.012348,CN,Xi An Jiao Tong Univ
10.1103/PhysRevA.104.032403,TW,"Natl Cheng Kung Univ,Ctr Quantum Technol"
10.1103/PhysRevApplied.19.024014,"DK,DE,NL,GB","Delft Univ Technol,Univ Copenhagen,Phys Tech Bundesanstalt"
10.1038/s41598-024-57248-y,RU,"Bauman Moscow State Tech Univ,VNIIA"
10.1038/s41534-021-00367-5,"IN,SE,GB","Chalmers Univ Technol,Natl Phys Lab,Indian Inst Sci"
10.1103/PhysRevA.88.033811,AM,"Yerevan State Univ,Inst Phys Res"
10.1088/1367-2630/15/4/045001,DE,"Bayer Akad Wissensch,Tech Univ Munich"
10.1063/5.0064800,"DE,RU","Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Karlsruhe Inst Technol"
10.1038/s41567-023-02082-8,"FR,DE,IL","Karlsruhe Inst Technol,Quantum Machines,Forschungszentrum Julich"
10.1103/PhysRevApplied.7.064006,JP,"Tokyo Med & Dent Univ,RIKEN,Natl Inst Adv Ind Sci & Technol,NTT Corp,NEC Corp Ltd,Univ Tokyo"
10.1038/s41534-024-00840-x,"FR,US","Fermi Natl Accelerator Lab FNAL,IIT,Rigetti Comp,US DOE,NIST,Univ Colorado,Northwestern Univ,Louisiana State Univ"
10.1103/PhysRevA.92.012320,US,"Univ Georgia,Univ Calif Santa Barbara,Google Inc"
10.1103/PRXQuantum.3.030329,DK,Univ Copenhagen
10.1103/PhysRevApplied.14.024070,CN,Tsinghua Univ
10.1103/PhysRevLett.123.107704,"FR,DE,US","Univ Grenoble Alpes,Yale Univ,Forschungszentrum Julich"
10.1103/PhysRevA.87.022309,US,"Univ Georgia,Univ Calif Riverside,Univ Calif Santa Barbara"
10.1103/PhysRevB.97.180505,"DE,RU","KIT,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevLett.129.177701,"IT,US","Univ Calif Berkeley,CNR,Harvard Univ,Lawrence Berkeley Natl Lab"
10.1016/j.scib.2018.11.010,CN,"Tsinghua Univ,Univ Sci & Technol China"
10.1103/PhysRevA.98.012331,"CN,US","Shanxi Univ,Univ Calif,Nanjing Univ,South China Normal Univ,Univ Sci & Technol China"
10.1103/PhysRevA.89.013841,"CA,US","Univ Calif Riverside,McGill Univ"
10.1103/PhysRevB.105.094422,CN,Xi An Jiao Tong Univ
10.1103/PhysRevA.104.022601,CN,"Shanxi Univ,Shandong Normal Univ"
10.1103/PhysRevB.101.054511,"DE,RU","Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1088/0957-4484/27/36/364003,"BR,US,GB","Syracuse Univ,Univ Sao Paulo,Univ Estadual Campinas,Univ Southampton"
10.1063/5.0145077,US,"Natl Inst Stand & Technol,Univ Colorado"
10.1088/1674-1056/28/6/060201,CN,Tsinghua Univ
10.1103/PhysRevA.95.053833,"JP,QA","Hamad Bin Khalifa Univ,Natl Inst Informat & Commun Technol"
10.1088/1367-2630/acb379,"JP,GB",NTT Corp
10.1016/j.cryogenics.2020.103117,"IE,PL","Univ Coll Dublin,Lodz Univ Technol,Quantum Hardware Syst,Cardinal Wyszynski Univ"
10.1063/1.5144722,"JP,SG,GB","NTT Corp,Natl Univ Singapore,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevB.95.144402,US,"City Univ New York,Univ Calif Los Angeles,Google Inc"
10.1103/PhysRevApplied.15.064050,"CH,GB","Univ Oxford,Univ Basel,Univ Lancaster,IBM Res Zurich"
10.1109/TASC.2016.2629670,US,IBM TJ Watson Res Ctr
10.1063/1.4979652,CN,Nanjing Univ
10.1088/1674-1056/26/6/060308,CN,"Chinese Acad Sci,Univ Chinese Acad Sci CAS,Nanjing Univ,Univ Sci & Technol China,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevX.11.041043,US,CALTECH
10.1038/s42005-024-01733-3,FI,"Aalto Univ,VTT Tech Res Ctr Finland Ltd"
10.1063/5.0234579,CN,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.1063/1.5140884,CN,Zhejiang Univ
10.1103/PRXQuantum.2.010339,"CA,US","Princeton Univ,Univ Sherbrooke,Northwestern Univ,Univ Chicago,Canadian Inst Adv Res"
10.1103/PhysRevB.82.165320,US,Harvard Smithsonian Ctr Astrophys
10.1103/PhysRevA.100.022343,"AT,DE,US","Austrian Acad Sci,Univ Innsbruck,Max Planck Inst Quantum Opt,Harvard Univ"
10.1088/1555-6611/acd4ae,MA,Casablanca Hassan II Univ
10.1103/PhysRevB.102.094502,"JP,GB","NTT Corp,Tokyo Univ Sci,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevApplied.16.064062,CA,"Univ Sherbrooke,Canadian Inst Adv Res"
10.1007/s10948-013-2191-7,"JP,SA","King Fahd Univ Petr & Minerals,RIKEN"
10.1002/andp.201900036,CN,"Dalian Nationalities Univ,Dalian Univ Technol,Qufu Normal Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1021/acsnano.1c01255,US,Harvard Univ
10.1126/sciadv.ado9094,US,"MIT,AWS Ctr Quantum Comp"
10.1103/PhysRevB.85.024537,"CN,JP","RIKEN,Tsinghua Univ,NEC Green Innovat Res Labs"
10.1103/PhysRevB.82.024514,"DE,ES,CH,US","Univ Geneva,Univ Munich,Univ Calif Santa Barbara,Univ Erlangen Nurnberg,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1103/PhysRevA.90.042303,RU,"Tatarstan Acad Sci,Kazan Natl Res Tech Univ,Russian Acad Sci"
10.1103/PhysRevA.87.033827,"CN,SG","Chongqing Univ,Zhejiang Univ,Zhejiang Normal Univ,Nanyang Technol Univ"
10.1021/acs.nanolett.4c05539,FR,Univ Grenoble Alpes
10.1007/s11433-022-1972-1,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Fudan Univ,Songshan Lake Mat Lab"
10.1038/s41467-024-49467-8,"CH,US","Swiss Fed Inst Technol Lausanne EPFL,Ctr Quantum Sci & Engn EPFL,Purdue Univ"
10.1038/s41467-017-02046-6,US,"Univ Chicago,IBM TJ Watson Res Yorktown Hts"
10.1103/PRXQuantum.5.020338,US,IBM TJ Watson Res Ctr
10.1007/s11128-015-1073-2,KR,Korea Inst Adv Study
