DOI,Addresses
10.1103/PhysRevApplied.13.054063,"[Wang, Shuai-Peng; Chen, Zhen; Li, Tiefu; You, J. Q.] Beijing Computat Sci Res Ctr, Quantum Phys & Quantum Informat Div, Beijing 100193, Peoples R China; [Wang, Shuai-Peng; Zhang, Guo-Qiang; Chen, Zhen; Zhu, Shi-Yao; You, J. Q.] Zhejiang Univ, Interdisciplinary Ctr Quantum Informat, State Key Lab Modern Opt Instrumentat, Hangzhou 310027, Peoples R China; [Wang, Shuai-Peng; Zhang, Guo-Qiang; Chen, Zhen; Zhu, Shi-Yao; You, J. Q.] Zhejiang Univ, Zhejiang Prov Key Lab Quantum Technol & Device, Dept Phys, Hangzhou 310027, Peoples R China; [Wang, Yimin] Army Engn Univ, Coll Commun Engn, Nanjing 210007, Peoples R China; [Li, Tiefu] Tsinghua Univ, Inst Microelect, Beijing 100084, Peoples R China; [Li, Tiefu] Frontier Sci Ctr Quantum Informat, Beijing 100084, Peoples R China; [Li, Tiefu] Beijing Acad Quantum Informat Sci, Beijing 100193, Peoples R China; [Tsai, J. S.] Tokyo Univ Sci, Dept Phys, Shinjuku Ku, Tokyo 1628601, Japan; [Tsai, J. S.] RIKEN, Ctr Emergent Matter Sci CEMS, 2-1 Hirosawa, Wako, Saitama 3510198, Japan"
10.1038/s41467-022-32094-6,"[Wu, Yue] Yale Univ, Dept Comp Sci, New Haven, CT 06520 USA; [Kolkowitz, Shimon] Univ Wisconsin Madison, Dept Phys, Madison, WI 53706 USA; [Puri, Shruti] Yale Univ, Dept Appl Phys, New Haven, CT 06520 USA; [Thompson, Jeff D.] Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA"
10.1103/PhysRevA.89.013820,"[Didier, Nicolas; Qassemi, Farzad; Blais, Alexandre] Univ Sherbrooke, Dept Phys, Sherbrooke, PQ J1K 2R1, Canada; [Didier, Nicolas] McGill Univ, Dept Phys, Montreal, PQ H3A 2T8, Canada"
10.1103/PhysRevA.109.062614,"[Yu, Jiale; Wang, Shiyu; Zha, Chen; Wu, Yulin; Chen, Fusheng; Ye, Yangsen; Li, Shaowei; Zhu, Qingling; Guo, Shaojun; Qian, Haoran; Huang, He-Liang; Zhao, Youwei; Ying, Chong; Fan, Daojin; Wu, Dachao; Su, Hong; Deng, Hui; Rong, Hao; Zhang, Kaili; Cao, Sirui; Lin, Jin; Xu, Yu; Guo, Cheng; Li, Na; Liang, Futian; Wu, Gang; Huo, Yong-Heng; Lu, Chao-Yang; Peng, Cheng-Zhi; Zhu, Xiaobo; Pan, Jian-Wei; Gong, Ming] Univ Sci & Technol China, Hefei Natl Res Ctr Phys Sci Microscale, Hefei 230026, Peoples R China; [Yu, Jiale; Wang, Shiyu; Zha, Chen; Wu, Yulin; Chen, Fusheng; Ye, Yangsen; Li, Shaowei; Zhu, Qingling; Guo, Shaojun; Qian, Haoran; Huang, He-Liang; Zhao, Youwei; Ying, Chong; Fan, Daojin; Wu, Dachao; Su, Hong; Deng, Hui; Rong, Hao; Zhang, Kaili; Cao, Sirui; Lin, Jin; Xu, Yu; Guo, Cheng; Li, Na; Liang, Futian; Wu, Gang; Huo, Yong-Heng; Lu, Chao-Yang; Peng, Cheng-Zhi; Zhu, Xiaobo; Pan, Jian-Wei; Gong, Ming] Univ Sci & Technol China, Sch Phys Sci, Hefei 230026, Peoples R China; [Yu, Jiale; Wang, Shiyu; Zha, Chen; Wu, Yulin; Chen, Fusheng; Ye, Yangsen; Li, Shaowei; Zhu, Qingling; Guo, Shaojun; Qian, Haoran; Huang, He-Liang; Zhao, Youwei; Ying, Chong; Fan, Daojin; Wu, Dachao; Su, Hong; Deng, Hui; Rong, Hao; Zhang, Kaili; Cao, Sirui; Lin, Jin; Xu, Yu; Guo, Cheng; Li, Na; Liang, Futian; Wu, Gang; Huo, Yong-Heng; Lu, Chao-Yang; Peng, Cheng-Zhi; Zhu, Xiaobo; Pan, Jian-Wei; Gong, Ming] Univ Sci & Technol China, Shanghai Res Ctr Quantum Sci, Shanghai 201315, Peoples R China; [Yu, Jiale; Wang, Shiyu; Zha, Chen; Wu, Yulin; Chen, Fusheng; Ye, Yangsen; Li, Shaowei; Zhu, Qingling; Guo, Shaojun; Qian, Haoran; Huang, He-Liang; Zhao, Youwei; Ying, Chong; Fan, Daojin; Wu, Dachao; Su, Hong; Deng, Hui; Rong, Hao; Zhang, Kaili; Cao, Sirui; Lin, Jin; Xu, Yu; Guo, Cheng; Li, Na; Liang, Futian; Wu, Gang; Huo, Yong-Heng; Lu, Chao-Yang; Peng, Cheng-Zhi; Zhu, Xiaobo; Pan, Jian-Wei; Gong, Ming] Univ Sci & Technol China, CAS Ctr Excellence Quantum Informat & Quantum Phys, Shanghai 201315, Peoples R China; [Yu, Jiale; Wang, Shiyu; Zha, Chen; Wu, Yulin; Chen, Fusheng; Ye, Yangsen; Li, Shaowei; Zhu, Qingling; Guo, Shaojun; Qian, Haoran; Huang, He-Liang; Zhao, Youwei; Ying, Chong; Fan, Daojin; Wu, Dachao; Su, Hong; Deng, Hui; Rong, Hao; Zhang, Kaili; Cao, Sirui; Lin, Jin; Xu, Yu; Guo, Cheng; Li, Na; Liang, Futian; Wu, Gang; Huo, Yong-Heng; Lu, Chao-Yang; Peng, Cheng-Zhi; Zhu, Xiaobo; Pan, Jian-Wei; Gong, Ming] Univ Sci & Technol China, Hefei Natl Lab, Hefei 230088, Peoples R China; [Liu, Kangqiao] Xihua Univ, Sch Sci, Key Lab High Performance Sci Computat, Chengdu 610039, Peoples R China; [Wu, Gang] Univ Sci & Technol China, Shanghai Res Inst, Shanghai 201315, Peoples R China; [Nemoto, Kae; Munro, W. J.] Grad Univ, Okinawa Inst Sci & Technol, Onna, Okinawa 9040495, Japan; [Wang, Shiyu] RIKEN, Ctr Quantum Comp RQC, Wako, Saitama 3510198, Japan"
10.1103/PhysRevLett.122.090404,"[Mao, Ya-Li; Sun, Qi-Chao; Zhang, Qiang; Fan, Jingyun; Pan, Jian-Wei] Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Anhui, Peoples R China; [Mao, Ya-Li; Sun, Qi-Chao; Zhang, Qiang; Fan, Jingyun; Pan, Jian-Wei] Univ Sci & Technol China, Natl Lab Phys Sci Microscale, Shanghai Branch, Hefei 230026, Anhui, Peoples R China; [Mao, Ya-Li; Sun, Qi-Chao; Zhang, Qiang; Fan, Jingyun; Pan, Jian-Wei] Univ Sci & Technol China, Shanghai Branch, CAS Ctr Excellence & Synerget Innovat Ctr Quantum, Hefei 230026, Anhui, Peoples R China; [Ma, Zhi-Hao] Shanghai Jiao Tong Univ, Sch Math Sci, Shanghai 200240, Peoples R China; [Jin, Rui-Bo] Wuhan Inst Technol, Hubei Key Lab Opt Informat & Pattern Recognit, Wuhan 430205, Hubei, Peoples R China; [Fei, Shao-Ming] Capital Normal Univ, Sch Math Sci, Beijing 100048, Peoples R China; [Fei, Shao-Ming] Max Planck Inst Math Sci, D-04103 Leipzig, Germany; [Fan, Jingyun] Southern Univ Sci & Technol, Shenzhen Inst Quantum Sci & Engn, Shenzhen 518055, Peoples R China; [Fan, Jingyun] Southern Univ Sci & Technol, Dept Phys, Shenzhen 518055, Peoples R China"
10.1364/OE.26.021219,"[Fong, Chee Fai; Ota, Yasutomo; Iwamoto, Satoshi; Arakawa, Yasuhiko] Univ Tokyo, Inst Nano Quantum Informat Elect, Meguro Ku, 4-6-1 Komaba, Tokyo 1538505, Japan; [Iwamoto, Satoshi] Univ Tokyo, Inst Ind Sci, Meguro Ku, 4-6-1 Komaba, Tokyo 1538505, Japan"
10.1103/PhysRevA.102.063709,"[Stolyarov, E., V] Natl Acad Sci Ukraine, Inst Phys, Pr Nauky 46, UA-03028 Kiev, Ukraine"
10.1103/PhysRevB.103.205402,"[Buterakos, Donovan] Univ Maryland, Condensed Matter Theory Ctr, College Pk, MD 20742 USA; Univ Maryland, Joint Quantum Inst, Dept Phys, College Pk, MD 20742 USA"
10.1088/2058-9565/ad3f43,"[Nop, Gavin N.; Smith, Jonathan D. H.; Paudyal, Durga] Iowa State Univ, US Dept Energy, Ames Natl Lab, Ames, IA 50011 USA; [Nop, Gavin N.; Smith, Jonathan D. H.] Iowa State Univ, Dept Math, Ames, IA 50011 USA; [Stick, Daniel] Sandia Natl Labs, Albuquerque, NM 87185 USA; [Paudyal, Durga] Iowa State Univ, Dept Elect & Comp Engn, Ames, IA 50011 USA"
10.1103/PhysRevLett.133.153602,"[Hutin, H.; Essig, A.; Assouly, R.; Bienfait, A.; Huard, B.] Ecole Normale Super Lyon, CNRS, Lab Phys, F-69342 Lyon, France; [Rouchon, P.] Univ PSL, Ecole Normale Super, Inria, ENS PSL,Lab Phys,Mines Paris PSL,CNRS, Paris, France"
10.1039/c8sc04500c,"[McGuire, Jake; Miras, Haralampos N.; Sproules, Stephen] Univ Glasgow, WestCHEM Sch Chem, Glasgow G12 8QQ, Lanark, Scotland; [Richards, Emma] Cardiff Univ, Sch Chem, Main Bldg,Pk Pl, Cardiff CF10 3AT, S Glam, Wales"
10.1103/PhysRevApplied.14.034038,"[Chen, Tao; Shen, Pu; Xue, Zheng-Yuan] South China Normal Univ, Guangdong Prov Key Lab Quantum Engn & Quantit Mat, Guangzhou 510006, Peoples R China; [Chen, Tao; Shen, Pu; Xue, Zheng-Yuan] South China Normal Univ, Sch Phys & Telecommun Engn, Guangzhou 510006, Peoples R China; [Xue, Zheng-Yuan] South China Normal Univ, Frontier Res Inst Phys, Guangzhou 510006, Peoples R China"
10.1103/PhysRevA.90.023818,"[Auffeves, A.] CNRS, F-38042 Grenoble, France; Univ Grenoble Alpes, Inst Neel, F-38042 Grenoble, France"
10.1103/PhysRevLett.106.120501,"[Kim, Z.; Suri, B.; Zaretskey, V.; Novikov, S.; Osborn, K. D.; Mizel, A.; Palmer, B. S.] Lab Phys Sci, College Pk, MD 20740 USA; [Kim, Z.; Suri, B.; Zaretskey, V.; Novikov, S.; Wellstood, F. C.] Univ Maryland, Dept Phys, College Pk, MD 20742 USA; [Wellstood, F. C.] Joint Quantum Inst, College Pk, MD 20742 USA; [Wellstood, F. C.] Ctr Nanophys & Adv Mat, College Pk, MD 20742 USA"
10.1134/S0021364017020060,"[Remizov, S. V.; Shapiro, D. S.; Rubtsov, A. N.] Dukhov Res Inst Automat VNIIA, Moscow 127055, Russia; [Remizov, S. V.; Shapiro, D. S.] Russian Acad Sci, Kotelnikov Inst Radio Engn & Elect, Moscow 125009, Russia; [Shapiro, D. S.] Natl Univ Sci & Technol MISIS, Moscow 119049, Russia; [Rubtsov, A. N.] Russian Quantum Ctr, Skolkovo 143025, Moscow Region, Russia"
10.1002/andp.202100609,"[Li, Shi-Yan; Zhu, Ai-Dong] Yanbian Univ, Coll Sci, Dept Phys, Yanji 133002, Jilin, Peoples R China"
10.1038/s41586-018-0200-5,"[Humphreys, Peter C.; Kalb, Norbert; Morits, Jaco P. J.; Schouten, Raymond N.; Vermeulen, Raymond F. L.; Hanson, Ronald] Delft Univ Technol, QuTech, Delft, Netherlands; [Humphreys, Peter C.; Kalb, Norbert; Morits, Jaco P. J.; Schouten, Raymond N.; Vermeulen, Raymond F. L.; Hanson, Ronald] Delft Univ Technol, Kavli Inst Nanosci, Delft, Netherlands; [Twitchen, Daniel J.; Markham, Matthew] Element Six Innovat, Didcot, Oxon, England"
10.1103/PhysRevA.83.022302,"[Yang, W. L.; Feng, M.] Chinese Acad Sci, State Key Lab Magnet Resonance & Atom & Mol Phys, Wuhan Inst Phys & Math, Wuhan 430071, Peoples R China; [Yang, W. L.; Feng, M.] Wuhan Natl Lab Optoelect, Wuhan 430071, Peoples R China; [Hu, Y.] Huazhong Univ Sci & Technol, Dept Phys, Wuhan 430074, Peoples R China; [Yin, Z. Q.] Univ Sci & Technol China, Chinese Acad Sci, Key Lab Quantum Informat, Hefei 230026, Peoples R China; [Deng, Z. J.] Natl Univ Def Technol, Dept Phys, Changsha 410073, Hunan, Peoples R China"
10.1103/PhysRevA.95.042345,"[Zhang, Zhenxing; Wang, Tenghui; Xiang, Liang; Yao, Jiadong; Wu, Jianlan; Yin, Yi] Zhejiang Univ, Dept Phys, Hangzhou 310027, Zhejiang, Peoples R China; [Yin, Yi] Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China"
10.1103/PhysRevA.94.033807,"[Buks, Eyal] Technion, Dept Elect Engn, IL-32000 Haifa, Israel; [Deng, Chunqing; Orgazzi, Jean-Luc F. X.; Otto, Martin; Lupascu, Adrian] Univ Waterloo, Inst Quantum Comp, Waterloo, ON N2L 3G1, Canada; [Deng, Chunqing; Otto, Martin; Lupascu, Adrian] Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada; [Deng, Chunqing; Orgazzi, Jean-Luc F. X.; Otto, Martin; Lupascu, Adrian] Univ Waterloo, Waterloo Inst Nanotechnol, Waterloo, ON N2L 3G1, Canada; [Orgazzi, Jean-Luc F. X.] Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON N2L 3G1, Canada"
10.1103/PhysRevX.9.021028,"[Tanttu, Tuomo; Hensen, Bas; Chan, Kok Wai; Yang, Chih Hwan; Huang, Wister Wei; Fogarty, Michael; Hudson, Fay; Laucht, Arne; Morello, Andrea; Dzurak, Andrew] Univ New South Wales, Ctr Quantum Computat & Commun Technol, Sch Elect Engn & Telecommun, Sydney, NSW 2052, Australia; [Itoh, Kohei] Keio Univ, Sch Fundamental Sci & Technol, Kohoku Ku, 3-14-1 Hiyoshi, Yokohama, Kanagawa 2238522, Japan; [Culcer, Dimitrie] Univ New South Wales, Sch Phys, Sydney, NSW 2052, Australia; [Culcer, Dimitrie] ARC Ctr Excellence Future Low Energy Elect Techno, Sydney, NSW 2052, Australia; [Fogarty, Michael] UCL, London Ctr Nanotechnol, 17-19 Gordon St, London WC1H 0AH, England"
10.1364/OE.25.007839,"[Micuda, Michal; Starek, Robert; Marek, Petr; Mikova, Martina; Straka, Ivo; Jezek, Miroslav] Palacky Univ, Dept Opt, 17 Listopadu 1192-12, Olomouc 77146, Czech Republic; [Tashima, Toshiyuki; Tame, Mark] Univ KwaZulu Natal, Sch Chem & Phys, ZA-4001 Durban, South Africa; [Ozdemir, Sahin K.] Washington Univ, Dept Elect & Syst Engn, St Louis, MO 63130 USA"
10.1103/PhysRevX.3.021008,"[Campagne-Ibarcq, P.; Flurin, E.; Roch, N.; Darson, D.; Morfin, P.; Mallet, F.; Huard, B.] Univ Paris 07, Univ Paris 06, CNRS UMR 8551, Lab Pierre Aigrain,Ecole Normale Super, F-75231 Paris 05, France; [Mirrahimi, M.] INRIA Paris Rocquencourt, F-78153 Le Chesnay, France; [Devoret, M. H.] Yale Univ, Dept Appl Phys, New Haven, CT 06520 USA"
10.1103/PhysRevLett.124.180502,"[Peronnin, T.; Ficheux, Q.; Huard, B.] Univ Claude Bernard Lyon 1, Lab Phys, CNRS, ENS Lyon,Univ Lyon, Lyon 69342, France; [Markovic, D.] Univ Paris Saclay, Univ Paris Sud, Unite Mixte Phys, CNRS, Palaiseau 91767, France"
10.1038/s41534-019-0189-0,"[Helsen, Jonas; Battistel, Francesco; Terhal, Barbara M.] Delft Univ Technol, QuTech, POB 5046, NL-2600 GA Delft, Netherlands; [Terhal, Barbara M.] Forschungszentrum Julich, JARA Inst Quantum Informat, D-52425 Julich, Germany"
10.1021/acs.nanolett.0c04771,"[Chan, Kok Wai; Huang, Wister; Yang, Henry C.; Veldhorst, Menno; Hwang, Jason C. C.; Mohiyaddin, Fahd A.; Hudson, Fay E.; Saraiva, Andre; Morello, Andrea; Laucht, Arne; Dzurak, Andrew S.] Univ New South Wales, Sch Elect Engn & Telecommun, Sydney, NSW 2052, Australia; [Sahasrabudhe, Harshad; Wang, Yu; Rahman, Rajib] Purdue Univ, Dept Elect & Comp Engn, W Lafayette, IN 47907 USA; [Itoh, Kohei M.] Keio Univ, Sch Fundamental Sci & Technol, Yokohama, Kanagawa 2238522, Japan; [Rahman, Rajib] Univ New South Wales, Sch Phys, Sydney, NSW 2052, Australia"
10.35848/1882-0786/ac211d,"[Mori, Michiyasu; Maekawa, Sadamichi] Japan Atom Energy Agcy, Adv Sci Res Ctr, Tokai, Ibaraki 3191195, Japan; [Maekawa, Sadamichi] RIKEN, Ctr Emergent Matter Sci, Wako, Saitama 3510198, Japan; [Maekawa, Sadamichi] Univ Chinese Acad Sci, Kavli Inst Theoret Sci, Beijing 100049, Peoples R China"
10.1103/PhysRevB.100.081412,"[Benito, M.; Burkard, Guido] Univ Konstanz, Dept Phys, D-78457 Constance, Germany; [Petta, J. R.] Princeton Univ, Dept Phys, Princeton, NJ 08544 USA"
10.1103/PhysRevX.14.021019,"[Marquet, A.; Essig, A.; Cohen, J.; Cottet, N.; Murani, A.; Albertinale, E.; Dupouy, S.; Peronnin, T.; Jezouin, S.; Lescanne, R.] Alice & Bob, 49 Bd Gen Martial Valin, F-75015 Paris, France; [Marquet, A.; Dupouy, S.; Bienfait, A.; Huard, B.] Ecole Normale Super Lyon, CNRS, Lab Phys, F-69342 Lyon, France"
10.1038/s41467-017-01993-4,"[Wolfowicz, Gary; Anderson, Christopher P.; Yeats, Andrew L.; Whiteley, Samuel J.; Heremans, F. Joseph; Awschalom, David D.] Univ Chicago, Inst Mol Engn, Chicago, IL 60637 USA; [Wolfowicz, Gary] Tohoku Univ, WPI AIMR, Sendai, Miyagi 9808577, Japan; [Anderson, Christopher P.; Whiteley, Samuel J.] Univ Chicago, Dept Phys, Chicago, IL 60637 USA; [Yeats, Andrew L.; Heremans, F. Joseph; Awschalom, David D.] Argonne Natl Lab, Inst Mol Engn, Lemont, IL 60439 USA; [Yeats, Andrew L.; Heremans, F. Joseph; Awschalom, David D.] Argonne Natl Lab, Div Mat Sci, Lemont, IL 60439 USA; [Niklas, Jens; Poluektov, Oleg G.] Argonne Natl Lab, Chem Sci & Engn Div, Lemont, IL 60439 USA"
10.1103/PhysRevApplied.9.044036,"[Jiang, Zhang; Kechedzhi, Kostyantyn] NASA, Ames Res Ctr, Quantum Artificial Intelligence Lab QuAIL, Moffett Field, CA 94035 USA; [Jiang, Zhang] Stinger Ghaffarian Technol Inc, 7701 Greenbelt Rd,Suite 400, Greenbelt, MD 20770 USA; [Sung, Kevin J.] Univ Michigan, Dept Elect Engn & Comp Sci, Ann Arbor, MI 48109 USA; [Kechedzhi, Kostyantyn] USRA, NASA, Ames Res Ctr, Moffett Field, CA 94035 USA; [Jiang, Zhang; Smelyanskiy, Vadim N.; Boixo, Sergio] Google, Venice, CA 90291 USA"
10.1209/0295-5075/108/36004,"[Ciurea, Magdalena Lidia; Lazanu, Sorina; Slav, Adrian; Palade, Catalin] Natl Inst Mat Phys, Magurele 077125, Romania"
10.1103/PhysRevA.96.022104,"[Tan, D.; Foroozani, N.; Naghiloo, M.; Murch, K. W.] Washington Univ, Dept Phys, St Louis, MO 63130 USA; [Kiilerich, A. H.; Molmer, K.] Aarhus Univ, Dept Phys & Astron, Ny Munkegade 120, DK-8000 Aarhus C, Denmark; [Murch, K. W.] Inst Mat Sci & Engn, St Louis, MO 63130 USA"
10.1103/PhysRevX.12.031004,"[Scarlino, P.; Ungerer, J. H.; van Woerkom, D. J.; Mancini, M.; Landig, A. J.; Koski, J., V; Reichl, C.; Wegscheider, W.; Ihn, T.; Ensslin, K.; Wallraff, A.] Swiss Fed Inst Technol, Dept Phys, CH-8093 Zurich, Switzerland; [Scarlino, P.] Ecole Polytech Fed Lausanne, Inst Phys, CH-1015 Lausanne, Switzerland; [Ungerer, J. H.] Univ Basel, Swiss Nanosci Inst, CH-4056 Basel, Switzerland; [Ungerer, J. H.] Univ Basel, Dept Phys, CH-4056 Basel, Switzerland; [Stano, P.] RIKEN, Ctr Emergent Matter Sci CEMS, Wako, Saitama 3510198, Japan; [Stano, P.] Univ Tokyo, Sch Engn, Dept Appl Phys, Bunkyo Ku, 7-3-1 Hongo, Tokyo 1138656, Japan; [Stano, P.] Slovak Acad Sci, Inst Phys, Bratislava 84511, Slovakia; [Mueller, C.] IBM Res Zurich, IBM Quantum, CH-8803 Ruschlikon, Switzerland; [Wallraff, A.] Swiss Fed Inst Technol, Quantum Ctr, CH-8093 Zurich, Switzerland; [van Woerkom, D. J.; Koski, J., V] Microsoft Quantum Lab Delft, NL-2600 GA Delft, Netherlands"
10.1038/NPHOTON.2010.83,"[Press, David; De Greve, Kristiaan; McMahon, Peter L.; Ladd, Thaddeus D.; Friess, Benedikt; Yamamoto, Yoshihisa] Stanford Univ, Edward L Ginzton Lab, Stanford, CA 94305 USA; [Ladd, Thaddeus D.; Yamamoto, Yoshihisa] Natl Inst Informat, Chiyoda Ku, Tokyo 1018403, Japan; [Friess, Benedikt; Schneider, Christian; Kamp, Martin; Hoefling, Sven; Forchel, Alfred] Univ Wurzburg, Inst Phys, Wilhelm Conrad Rontgen Res Ctr Complex Mat Syst, D-97074 Wurzburg, Germany"
10.1103/PhysRevE.108.054116,"[Vivek, G.; Mondal, Debabrata; Sinha, S.] Indian Inst Sci Educ & Res Kolkata, Mohanpur 741246, Nadia, India"
10.1088/1612-202X/aae787,"[Yuan, Haiming; Feng, Xun-Li] Shanghai Normal Univ, Dept Phys, Shanghai 200234, Peoples R China; [Wu, Chunfeng] Singapore Univ Technol & Design, Pillar Engn Prod Dev, 8 Somapah Rd, Singapore 487372, Singapore; [Li, Decun; Li, Mei] Shandong Polytech Coll, Jining 272067, Shandong, Peoples R China; [Oh, C. H.] Natl Univ Singapore, Ctr Quantum Technol, 2 Sci Dr 3, Singapore 117542, Singapore; [Oh, C. H.] Natl Univ Singapore, Dept Phys, 2 Sci Dr 3, Singapore 117542, Singapore; [Wu, Chunfeng] Singapore Univ Technol & Design, Sci & Math, 8 Somapah Rd, Singapore 487372, Singapore"
10.1103/PhysRevA.106.012440,"[Horova, Nikola; Starek, Robert; Micuda, Michal; Fiurasek, Jaromir; Kolar, Michal; Filip, Radim] Palacky Univ Olomouc, Fac Sci, Dept Opt, 17 Listopadu 1192-12, Olomouc 77900, Czech Republic"
10.1103/PhysRevLett.133.030601,"[Lieu, Simon; V. Gorshkov, Alexey] Univ Maryland, Joint Quantum Inst, NIST, College Pk, MD 20742 USA; [Lieu, Simon; V. Gorshkov, Alexey] Univ Maryland, Joint Ctr Quantum Informat & Comp Sci, NIST, College Pk, MD 20742 USA; [Liu, Yu-Jie] Tech Univ Munich, Dept Phys, D-85748 Garching, Germany; [Liu, Yu-Jie] Munich Ctr Quantum Sci & Technol MCQST, Schellingstr 4, D-80799 Munich, Germany"
10.1103/PhysRevLett.109.160504,"[Li, Ying; Kwek, Leong Chuan] Natl Univ Singapore, Ctr Quantum Technol, Singapore 117543, Singapore; [Aolita, Leandro; Chang, Darrick E.] ICFO Inst Ciencies Fotoniques, Parc Mediterrani Tecnol, Castelldefels 08860, Barcelona, Spain; [Kwek, Leong Chuan] Nanyang Technol Univ, Inst Adv Studies, Singapore 639673, Singapore; [Kwek, Leong Chuan] Nanyang Technol Univ, Natl Inst Educ, Singapore 637616, Singapore"
10.1103/PhysRevA.100.032323,"[Ribeiro, Hugo] Max Planck Inst Sci Light, Staudtstr 2, D-91058 Erlangen, Germany; [Clerk, Aashish A.] Univ Chicago, Inst Mol Engn, 5640 South Ellis Ave, Chicago, IL 60637 USA"
10.1088/1674-1056/ac40f8,"[Zhao, Shou-Kuan; Ge, Zi-Yong; Xiang, Zhong-Cheng; Yan, Hai-Sheng; Wang, Zi-Ting; Wang, Zhan; Su, Fei-Fan; Yang, Zhao-Hua; Zhang, He; Guo, Xue-Yi; Xu, Kai; Tian, Ye; Zheng, Dong-Ning; Fan, Heng; Zhao, Shi-Ping] Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; [Zhao, Shou-Kuan; Ge, Zi-Yong; Yan, Hai-Sheng; Wang, Zi-Ting; Wang, Zhan; Yang, Zhao-Hua; Zhang, He; Zheng, Dong-Ning; Fan, Heng; Zhao, Shi-Ping] Univ Chinese Acad Sci, Sch Phys Sci, Beijing 100190, Peoples R China; [Xue, Guang-Ming; Xu, Hui-Kai; Yu, Hai-Feng] Beijing Acad Quantum Informat Sci, Beijing 100193, Peoples R China; [Zhang, Yu-Ran] RIKEN, Theoret Quantum Phys Lab, Cluster Pioneering Res, Wako, Saitama 3510198, Japan; [Xu, Kai; Zheng, Dong-Ning; Fan, Heng; Zhao, Shi-Ping] Univ Chinese Acad Sci, CAS Ctr Excellence Topol Quantum Computat, Beijing 100190, Peoples R China; [Zheng, Dong-Ning; Fan, Heng; Zhao, Shi-Ping] Songshan Lake Mat Lab, Dongguan 523808, Peoples R China"
10.1063/1.4990033,"[Sheldon, Sarah; Sandberg, Martin; Paik, Hanhee; Abdo, Baleegh; Chow, Jerry M.; Steffen, Matthias; Gambetta, Jay M.] IBM TJ Watson Res Ctr, Yorktown Hts, NY 10598 USA"
10.1103/PhysRevX.4.021049,"[Grezes, C.; Kubo, Y.; Stern, M.; Vion, D.; Esteve, D.; Bertet, P.] CEA Saclay, DSM, IRAMIS, CNRS URA 2464,Quantron Grp,SPEC, F-91191 Gif Sur Yvette, France; [Julsgaard, B.; Molmer, K.] Aarhus Univ, Dept Phys & Astron, DK-8000 Aarhus C, Denmark; [Umeda, T.] Univ Tsukuba, Inst Appl Phys, Tsukuba, Ibaraki 3058573, Japan; [Isoya, J.] Univ Tsukuba, Res Ctr Knowledge Communities, Tsukuba, Ibaraki 3058550, Japan; [Sumiya, H.] Sumitomo Elect Ind Ltd, Itami, Hyogo 664001, Japan; [Abe, H.; Onoda, S.; Ohshima, T.] Japan Atom Energy Agcy, Takasaki, Gunma 3701292, Japan; [Kubo, Y.; Jacques, V.] ENS Cachan, Lab Photon Quant & Mol, F-94235 Cachan, France; [Kubo, Y.; Jacques, V.] CNRS, UMR 8537, F-94235 Cachan, France; [Jacques, V.] Univ Paris 11, CNRS, Aime Cotton Lab, F-91405 Orsay, France; [Jacques, V.] ENS Cachan, F-91405 Orsay, France; [Esteve, D.] Univ Paris 06, ENS, Lab Kastler Brossel, CNRS, F-75005 Paris, France"
10.1103/PhysRevB.91.195439,"[Seo, Kangjun; Tian, Lin] Univ Calif Merced, Sch Nat Sci, Merced, CA 95343 USA"
10.1063/5.0170055,"[Hazard, T. M.; Woods, W.; Rosenberg, D.; Das, R.; Hirjibehedin, C. F.; Kim, D. K.; Knecht, J. M.; Mallek, J.; Melville, A.; Niedzielski, B. M.; Serniak, K.; Sliwa, K. M.; Yost, D. R. W.; Yoder, J. L.; Oliver, W. D.; Schwartz, M. E.] MIT, Lincoln Lab, 244 Wood St, Lexington, MA 02421 USA; [Serniak, K.; Oliver, W. D.] MIT, Res Lab Elect, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Oliver, W. D.] MIT, Dept Phys, Cambridge, MA 02139 USA; [Oliver, W. D.] MIT, Dept Elect Engn & Comp Sci, Cambridge, MA 02139 USA"
10.1088/2040-8986/abb9c3,"[Barbhuiya, Sabur A.; Bhattacherjee, Aranya B.] Birla Inst Technol & Sci, Dept Phys, Hyderabad Campus, Hyderabad 500078, Telangana, India"
10.1103/PhysRevLett.127.010503,"[Bao, Zenghui; Wang, Zhiling; Wu, Yukai; Li, Yan; Ma, Cheng; Song, Yipu; Zhang, Hongyi; Duan, Luming] Tsinghua Univ, Ctr Quantum Informat, Inst Interdisciplinary Informat Sci, Beijing 100084, Peoples R China"
