DOI,institution
10.1038/s41598-017-12217-6,"RIKEN,Univ Tokyo,JST,Slovak Acad Sci,Univ Basel,Ruhr Univ Bochum"
10.1103/PhysRevB.92.224511,"Rhein Westfal TH Aachen,Chalmers,Forschungszentrum Julich"
10.1103/PhysRevB.82.100507,"ETH,Univ Pavia,Princeton Univ"
10.1134/S0021364017010143,"Natl Res Technol Univ MISiS,Russian Acad Sci,Karlsruhe Inst Technol,Ruhr Univ Bochum,Russian Quantum Ctr,State Univ"
10.1103/PhysRevA.109.022413,"Austrian Acad Sci,Univ Vienna,Univ Fed Rio de Janeiro,Oklahoma State Univ,Tech Univ Darmstadt"
10.1103/PhysRevX.8.021052,"Univ Queensland,Imperial Coll London,Univ Oxford,Univ Lancaster"
10.1002/pssb.202100500,"Nanjing Univ,Shandong Inspur Sci Res Inst Co Ltd"
10.1103/PhysRevA.104.033714,"East China Normal Univ,Shanxi Univ,NYU Shanghai"
10.1103/PhysRevB.104.144502,"Univ Wisconsin Madison,Natl Res Univ HSE,Google Inc"
10.1103/PhysRevB.81.100511,"Karlsruhe Inst Technol,DFG CFN"
10.1016/j.cjph.2024.09.024,"Yangtze Univ,Nanjing Agr Univ"
10.1103/PhysRevB.82.060512,D Wave Syst Inc
10.1103/PRXQuantum.1.010307,"Rutgers State Univ,Univ Massachusetts,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevA.86.022305,"Univ Sherbrooke,Raytheon BBN Technol,McGill Univ"
10.1103/PRXQuantum.3.020337,"Rigetti Comp,Yale Univ"
10.1103/PhysRevX.6.011002,"Univ Paris Diderot,INRIA Paris Rocquencourt,PSL Res Univ"
10.7566/JPSJ.82.074710,Yokohama Natl Univ
10.1021/acs.jpcb.2c07096,Northwestern Univ
10.1103/PhysRevA.89.022309,Univ Calgary
10.1063/5.0224271,"Tsinghua Univ,Frontier Sci Ctr Quantum Informat"
10.1007/s11128-015-0947-7,Pakistan Inst Engn & Appl Sci
10.1088/1674-1056/abea96,Xuchang Univ
10.1088/1361-6455/ab91e4,"Harvard Smithsonian Ctr Astrophys,Nanjing Univ,Purple Mt Labs,Univ Kansas"
10.1088/1674-1056/acdc10,"Chinese Acad Sci,Univ Chinese Acad Sci UCAS,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,UCAS,Songshan Lake Mat Lab"
10.1038/s41467-023-41230-9,"Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Nankai Univ,South China Univ Technol,RIKEN,UCAS,Songshan Lake Mat Lab,Univ Michigan"
10.1021/acs.nanolett.3c01511,"MIT,Sandia Natl Labs,MITRE Corp,Univ Arizona"
10.1088/2058-9565/ab9aca,Xuchang Univ
10.1103/PhysRevApplied.22.064068,"Kipu Quantum,Univ Basque Country UPV EHU,BASF Digital Solut GmbH,BASF SE"
10.1103/PhysRevLett.114.203602,"Southeast Univ,Univ Sci & Technol China,Univ Calgary,Canadian Inst Adv Res,East China Normal Univ,Beijing Inst Mech & Elect Space"
10.1103/PhysRevLett.121.130501,"Zhejiang Univ,Fuzhou Univ,Univ Sci & Technol China,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1007/s11433-020-1641-1,"Shandong Univ,Zhejiang Univ,Univ Sci & Technol China,Origin Quantum Comp"
10.1038/s41534-022-00627-y,"Nanyang Technol Univ,Shanghai Jiao Tong Univ,City Univ Hong Kong,Sun Yat Sen Univ,Natl Univ Singapore,Natl Inst Educ"
10.1098/rsta.2021.0407,Univ Southern Calif
10.1103/PhysRevB.96.195424,"Univ Maryland,City Univ Hong Kong,Virginia Tech"
10.1103/PhysRevB.86.140508,"RIKEN,NEC Smart Energy Res Labs,Univ Tokyo"
10.1103/PhysRevA.88.024303,"Univ Hong Kong,S China Normal Univ,Nanjing Univ,Huazhong Univ Sci & Technol"
10.1063/1.4959153,"UNSW Australia,Univ Queensland,Delft Univ Technol,Simon Fraser Univ,FOM Inst AMOLF"
10.1103/PhysRevLett.105.100502,IBM Watson Res Ctr
10.1038/srep06237,"S China Normal Univ,Anhui Xinhua Univ,Univ Hong Kong,Huazhong Univ Sci & Technol,Tsinghua Univ,Nanjing Univ"
10.1063/1.4802893,"Zhejiang Univ,Univ Calif Santa Barbara,Toyota Technol Inst"
10.1088/2058-9565/aaa645,"IBM TJ Watson Res Ctr,NIST"
10.1103/PhysRevA.96.012327,Xi An Jiao Tong Univ
10.1109/TASC.2015.2399272,"Chinese Acad Sci,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevApplied.18.034038,Toshiba Co Ltd
10.1103/PhysRevB.83.235322,Univ Maryland
10.1103/PhysRevLett.127.240501,"Duke Univ,Univ Maryland,IonQ,Google Res"
10.1103/PhysRevApplied.20.014045,"Univ Trento,Natl Inst Nucl Phys INFN,Rutherford Appleton Lab,Lawrence Livermore Natl Lab"
10.1038/ncomms11218,"ETH,Univ Oxford"
10.1038/s41534-020-00294-x,"RIKEN,Univ Messina,China Acad Engn Phys,Univ Michigan"
10.1088/0256-307X/30/5/050304,"Hunan Normal Univ,Jishou Univ,Huaihua Univ"
10.1007/s11128-017-1644-5,Korea Inst Adv Study
10.1007/s10773-016-3108-6,Sichuan Univ Sci & Engn
10.1088/2058-9565/aa66e7,"Bayer Akad Wissensch,Tech Univ Munich,NIM,Univ Grenoble Alpes,CNRS"
10.1088/1361-6455/ab9273,"Zhejiang Normal Univ,Tongji Univ"
10.1103/PhysRevLett.119.180511,"Zhejiang Univ,Univ Sci & Technol China,Hangzhou Normal Univ,Fuzhou Univ,Chinese Acad Sci,Univ Kansas,Univ Chinese Acad Sci"
10.1103/PhysRevB.110.214423,Terra Quantum AG
10.1103/PhysRevA.88.013837,Xi An Jiao Tong Univ
10.1103/PhysRevA.108.042603,"Peking Univ,Beijing Acad Quantum Informat Sci,Shanxi Univ"
10.3390/app13116672,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1103/PhysRevD.103.046001,Jagiellonian Univ
10.1103/PhysRevLett.108.057002,CEA Saclay
10.1103/PhysRevLett.126.250505,"Harvard Univ,Amazon Quantum Solut Lab,AWS Ctr Quantum Comp,IAV GmbH"
10.1103/PhysRevA.96.012318,City Univ Hong Kong
10.1103/PhysRevA.106.L041701,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Univ London"
10.1103/PhysRevApplied.16.044036,"Karlsruhe Inst Technol,Ben Gurion Univ Negev"
10.1016/j.physb.2012.05.033,Huaihua Univ
10.1088/0953-8984/22/35/355301,"Univ Sci & Technol,Korea Univ,Asia Pacific Ctr Theoret Phys"
10.1103/PhysRevApplied.6.014019,"Univ Calif Santa Barbara,Univ Southampton,Univ Chicago"
10.1103/PhysRevB.83.134504,"Univ Basel,NTT Corp"
10.1016/j.optlastec.2020.106699,Xuchang Univ
10.1103/PhysRevA.94.062301,"Natl Univ Singapore,Nanyang Technol Univ,UMI 3654,Univ Catania,Ist Nazl Fis Nucl"
10.1103/PhysRevApplied.19.044031,"Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect,ShanghaiTech Univ,Univ Chinese Acad Sci"
10.1038/s42005-019-0195-8,"Duke Univ,CALTECH,NIST,IonQ Inc"
10.1103/PhysRevB.84.054538,"Leiden Univ,Univ Gothenburg"
10.1038/NNANO.2016.170,"Univ Copenhagen,Virginia Tech,Univ Maryland,Polish Acad Sci,Niels Bohr Int Acad,Purdue Univ"
10.1103/PhysRevLett.104.100504,ETH
10.1103/PhysRevA.108.022403,"Aarhus Univ,MIT,Swiss Fed Inst Technol,Univ Copenhagen,Delft Univ Technol"
10.1103/PhysRevApplied.19.064043,"Air Force Res Lab,Univ Massachusetts,Raytheon BBN Technol,Syracuse Univ"
10.1002/jcc.24313,"Univ Dublin Trinity Coll,Univ Valencia,Univ Paris 11"
10.1063/1.5136262,NTT Corp
10.1142/S0219887817501006,"Univ Hassan 2,Fac Sci Rabat"
10.1088/0256-307X/38/11/110303,Tsinghua Univ
10.1038/s41534-023-00796-4,"Univ Exeter,Hitachi Europe Ltd"
10.1038/s41534-022-00646-9,"Univ New South Wales,Univ Buffalo SUNY"
10.1103/PhysRevB.101.235133,"Delft Univ Technol,Univ Wisconsin,Intel Corp,Univ New South Wales"
10.1007/s11128-020-02759-6,Russian Acad Sci
10.22331/q-2021-11-17-583,"Univ Chicago,Northwestern Univ"
10.1103/PhysRevLett.127.080505,"IBM TJ Watson Res Ctr,IBM Almaden Res Ctr"
10.1103/PhysRevApplied.16.024050,Rigetti Comp
10.1088/1361-6455/ac86b1,Dalian Univ Technol
10.1088/1367-2630/acc126,"Univ Copenhagen,Univ Grenoble Alpes"
10.1038/s41534-017-0044-0,MIT
10.1038/s41586-021-04293-6,CALTECH
10.1103/PhysRevLett.117.250502,"IIBM TJ Watson Res Ctr,Syracuse Univ"
10.1038/ncomms7983,"Delft Univ Technol,Leiden Univ"
10.1126/science.aaz9236,"Univ Tokyo,RIKEN"
10.1103/PhysRevB.86.020401,Indian Inst Technol Kanpur
10.7567/1347-4065/ab5b62,"Univ Tokyo,Osaka Univ,Ruhr Univ Bochum,Univ Electrocommun"
10.1103/PhysRevApplied.18.044014,Nanjing Univ
10.1007/s11082-023-04604-3,"Mohammed V Univ Rabat,Hassan II Univ"
10.1103/PhysRevB.103.125201,"Univ Fed Campina Grande,Univ New South Wales,Univ Wisconsin,Univ Buffalo SUNY,Univ Fed Rio de Janeiro"
10.1021/ja507846k,"Northwestern Univ,Argonne Natl Lab"
10.1103/PhysRevB.81.115324,Univ Wisconsin
10.1021/acs.nanolett.4c00222,CUNY
10.1063/5.0169902,"Shangrao Normal Univ,Nanjing Univ,Hangzhou Normal Univ"
10.1088/0256-307X/40/7/070304,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Songshan Lake Mat Lab"
10.1038/srep10076,"Toshiba Co Ltd,RIKEN,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol TNList,Univ Michigan"
10.1007/s11128-018-1986-7,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1103/PhysRevA.97.052312,"Univ Basque Country,Univ Ulm,Basque Fdn Sci,Shanghai Univ"
10.1103/PhysRevA.86.012333,Univ Calif Riverside
10.1103/PhysRevLett.110.076401,"Univ Maryland,Hong Kong Univ Sci & Technol,Tsinghua Univ,MIT"
10.1103/PRXQuantum.3.010339,"Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevB.93.085301,Univ Michigan
10.1103/PhysRevLett.118.177702,"Univ Copenhagen,Polish Acad Sci,Niels Bohr Int Acad,Purdue Univ"
10.1063/1.5120299,Univ Sci & Technol China
10.1103/PRXQuantum.1.010305,"MIT,Dartmouth Coll,Nanoacad Technol Inc,Swiss Fed Inst Technol"
10.1063/1.4993577,"Univ Calif Santa Barbara,Google"
10.1088/0256-307X/36/12/124204,"Harbin Inst Technol,Southern Univ Sci & Technol,Ctr Quantum Comp"
10.1063/1.5052414,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich"
10.1088/2058-9565/acb56b,Case Western Reserve Univ
10.1103/PhysRevA.107.L050601,Albert Ludwigs Univ Freiburg
10.1016/j.optcom.2014.02.019,"Ocean Univ China,Qingdao Technol Univ"
10.1364/OE.509250,"Hunan Normal Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Tianjin Univ,Tsinghua Univ,Inst Quantum Informat"
10.1103/PhysRevA.86.062309,"Princeton Univ,Sandia Natl Labs,Tsinghua Univ"
10.1007/s10773-014-2110-0,Wenzhou Univ
10.1038/s41534-023-00689-6,"Chalmers Univ Technol,Univ Stuttgart,Princeton Univ,VTT Tech Res Ctr Finland"
10.1103/PhysRevB.96.125416,Univ Autonoma Madrid
10.1038/s41534-022-00552-0,"Univ Saarland,Tokyo Inst Technol,Natl Inst Mat Sci,Ruhr Univ Bochum,Element Six Global Innovat Ctr"
10.1103/PhysRevA.109.032614,"Univ Calif Los Angeles,IonQ Inc"
10.1103/PhysRevLett.122.096801,"Univ Sheffield,Univ Warsaw"
10.1103/PhysRevApplied.17.064043,"Fuzhou Univ,Univ Buffalo"
10.1103/PhysRevLett.109.140403,"Univ Maryland,Polish Acad Sci"
10.1103/PhysRevA.109.012616,"Univ Tokyo,RIKEN,IBM Thomas J Watson Res Ctr"
10.1364/JOSAB.31.000154,MIT
10.1103/PhysRevA.109.062603,"Northeast Normal Univ,Beijing Normal Univ,ASTAR"
10.1103/PhysRevA.86.022326,"Univ Sherbrooke,IBM Corp"
10.1038/lsa.2016.64,"Univ Roma La Sapienza,CNR,Politecn Milan,CNRS,Univ Bristol"
10.1103/PhysRevB.102.075448,"Natl Tsing Hua Univ,B Verkin Inst Low Temp Phys & Engn,RIKEN,Indian Inst Sci,Natl Taiwan Univ,Kharkov Natl Univ,Univ Michigan"
10.1103/PhysRevA.93.012120,Princeton Univ
10.1103/PhysRevA.88.041804,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.87.012131,"Univ KwaZulu Natal,CSIR"
10.1063/5.0049637,Nanjing Univ
10.1002/qute.202300400,"Univ Napoli Federico II,UOS Napoli,QuantWare,Ist Nazl Ott CNR INO"
10.1103/PhysRevB.92.115303,"RIKEN,Univ Michigan"
10.1103/PhysRevApplied.19.044010,Univ Grenoble Alpes
10.1103/PhysRevB.90.241203,"Beijing Computat Sci Res Ctr,Univ Stuttgart,Univ Sci & Technol China"
10.1007/s11128-014-0829-4,Hangzhou Normal Univ
10.1103/PhysRevX.12.041008,"UNSW Sydney,Ctr Excellence Quantum Computat & Commun Technol,Keio Univ,Univ Melbourne"
10.1103/PhysRevApplied.10.054062,MIT
10.1103/PhysRevA.91.033834,"Univ Saarland,Tech Univ Kaiserslautern,Texas A&M Univ"
10.1002/chem.202101922,"Univ Valencia,Peking Univ"
10.1103/PhysRevApplied.10.024019,"Nanjing Univ,Univ Sci & Technol China"
10.1007/s10773-018-3775-6,"Univ Hassan 2,Fac Sci Rabat"
10.1103/PhysRevB.95.224515,"Delft Univ Technol,Indian Inst Sci,CSIC"
10.1088/0953-8984/25/3/035701,Univ Gdansk
10.1038/s41565-018-0207-y,"Univ Copenhagen,Swiss Fed Inst Technol,Purdue Univ,MIT"
10.1103/PhysRevB.92.195428,Rhein Westfal TH Aachen
10.1103/PhysRevLett.109.240502,"Delft Univ Technol,Univ Colorado"
10.1063/5.0119932,"Northwestern Univ,Rigetti Comp"
10.1063/5.0050173,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes,Southern Univ Sci & Technol"
10.1103/PhysRevE.107.035304,"Peking Univ,Collaborat Innovat Ctr Quantum Matter,Shanxi Univ,Beijing Acad Quantum Informat Sci"
10.1103/PhysRevLett.110.210501,"Univ Calif Riverside,Univ Georgia,Univ Calif Santa Barbara"
10.1038/s41586-022-04721-1,"Univ Innsbruck,Rhein Westfal TH Aachen,Forschungszentrum Julich,Alpine Quantum Technol GmbH,Austrian Acad Sci"
10.1103/PhysRevLett.111.050502,"NIST,Harvard Univ"
10.1016/j.physe.2009.06.043,"Univ Karlsruhe,Univ Roma La Sapienza"
10.1038/s41567-024-02630-w,"Univ Basel,Univ Copenhagen,Karlsruhe Inst Technol,Yale Univ"
10.1103/PhysRevA.90.043810,Xi An Jiao Tong Univ
10.1103/PRXQuantum.3.040338,"Technol Innovat Inst,Natl Univ Singapore,Ist Nazl Fis Nucl INFN,NUS,Forschungszentrum Julich"
10.1088/0953-4075/46/22/224004,Ochanomizu Univ
10.1103/PhysRevA.107.042618,"NIST,Univ Colorado,Univ Innsbruck,Austrian Acad Sci"
10.1088/2058-9565/aa771a,"Hebrew Univ Jerusalem,Aarhus Univ"
10.1007/s11467-024-1405-8,"Harbin Inst Technol,Southern Univ Sci & Technol,Shenzhen Int Quantum Acad SIQA"
10.1038/ncomms1034,"Univ Copenhagen,Univ Lancaster,Univ Gothenburg,BI Verkin Inst Low Temp Phys & Engn,Heriot Watt Univ,Konkuk Univ,CNRS"
10.1103/PhysRevA.104.053522,"Inst Fundamental Phys IFF CSIC,Max Planck Inst Quantum Opt"
10.3938/jkps.58.1599,Yonsei Univ
10.1038/ncomms2936,"Delft Univ Technol,NIST,Univ Colorado"
10.1103/PhysRevA.94.032306,"Univ Saarland,Univ Wisconsin"
10.1038/ncomms13454,"Univ Calgary,Natl Res Council Canada"
10.1103/PhysRevApplied.18.044046,"Korea Inst Sci & Technol KIST,Yonsei Univ,Nicolaus Copernicus Univ,Korea Univ Sci & Technol,Korea Adv Inst Sci & Technol KAIST"
10.1088/0031-8949/2010/T140/014014,"Univ Palermo,Univ Turku"
10.1088/1674-1056/21/4/040307,Chinese Acad Sci
10.1103/PhysRevApplied.12.014044,Univ Wisconsin
10.1103/PhysRevApplied.21.L061002,"Univ Sci & Technol China,Lanzhou Univ,Hefei Natl Lab"
10.1103/PhysRevLett.107.080502,"IBM TJ Watson Res Ctr,Raytheon BBN Technol"
10.1088/0256-307X/28/5/050308,"Shanghai Univ,Shanghai Key Lab Astrophys,NE Normal Univ"
10.1063/1.3533805,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN"
10.1103/PhysRevX.13.041013,"Yale Univ,Princeton Univ"
10.1103/PhysRevB.93.214501,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,Chalmers,Univ Zaragoza,Fdn ARAID,IFF CSIC,Univ Basque Country,Univ Santiago Chile USACH,Ikerbasque"
10.1038/nnano.2012.160,Delft Univ Technol
10.1109/MM.2018.032271060,"Delft Univ Technol,Top Embedded Syst,Netherlands Org Appl Sci Res"
10.1103/PhysRevLett.133.173201,Georgia Tech Res Inst
10.1088/1674-1056/ac01c3,"Nanjing Univ,Southern Univ Sci & Technol"
10.1103/PhysRevLett.118.040402,"UCL,Univ Oxford,Univ Surrey"
10.1103/PhysRevB.96.214511,"Rhein Westfal TH Aachen,Fundamentals Future Informat Technol,Forschungszentrum Julich"
10.1140/epjd/e2010-00258-5,"S China Normal Univ,Hefei Normal Univ,Univ Hong Kong,Nanjing Univ"
10.1103/PhysRevA.106.042441,"Univ Maryland,Army Res Lab"
10.1103/PhysRevA.92.012325,"Univ Calif Riverside,Univ Calif Santa Barbara,Google Inc"
10.1088/2058-9565/ac8cad,IBM TJ Watson Res Ctr
10.1088/0256-307X/27/3/030302,Fuzhou Univ
10.1364/JOSAB.30.001178,"Al Azhar Univ,Assiut Univ"
10.1142/S0217732323501511,"Prince Sattam bin Abdulaziz Univ,Univ Chinese Acad Sci,Assiut Univ"
10.1038/ncomms11339,"RMIT Univ,Univ Sydney,CNR,Politecn Milan,South Univ Sci & Technol China"
10.1088/1367-2630/15/1/013041,"Univ Melbourne,Harvard Univ"
10.1103/PhysRevLett.125.200504,"Syracuse Univ,Forschungszentrum Julich,Julich Aachen Res Alliance JARA,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.99.012333,Heriot Watt Univ
10.1063/1.5029514,"Bayer Akad Wissensch,Tech Univ Munich,NIM"
10.1038/s41586-023-06927-3,"Harvard Univ,QuEra Comp Inc,Univ Maryland,MIT"
10.1126/science.aao1511,Yale Univ
10.1103/PhysRevB.84.134519,"Univ Basel,McGill Univ"
10.1103/PhysRevA.82.042327,"RIKEN,Fuzhou Univ,Hangzhou Normal Univ,Univ Michigan"
10.1103/PhysRevApplied.21.024008,"US Army Res Lab,Louisiana State Univ,Univ Colorado,Associate Natl Inst Stand & Technol,Univ Massachusetts Boston,Natl Inst Stand & Technol"
10.1088/1674-1056/ac8926,Xuchang Univ
10.1038/NPHYS1700,"Karlsruhe Inst Technol,Russian Acad Sci,Phys Tech Bundesanstalt"
10.1103/PhysRevB.84.064517,Yale Univ
10.1038/NPHYS1679,"Harvard Smithsonian Ctr Astrophys,Harvard Univ,Yale Univ,Austrian Acad Sci,Univ Innsbruck"
10.1103/PhysRevX.14.041007,"Tech Univ Munich,Bayer Akad Wissensch,Ludwig Maximilians Univ Munchen,Saarland Univ,BMW Grp"
10.1103/PhysRevA.86.045801,"Hunan Normal Univ,Chinese Acad Sci"
10.1038/s41534-019-0224-1,"Karlsruhe Inst Technol,Google,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevB.102.075415,Univ Grenoble Alpes
10.1103/PRXQuantum.5.020306,"Sorbonne Univ,Google Quantum AI"
10.1038/s41586-022-04500-y,"Stanford Univ,AWS Ctr Quantum Comp"
10.1007/s10773-014-2362-8,"Jiangxi Normal Univ,Anqing Teachers Coll,Jinggangshan Univ,Wuhan Univ"
10.1103/PhysRevA.102.062408,"Univ Tokyo,Japan Sci & Technol Agcy,Tokyo Med & Dent Univ,RIKEN,Okinawa Inst Sci & Technol OIST Grad Univ,Nord Quant"
10.1103/PhysRevLett.117.040402,"RMIT Univ,Univ Sydney"
10.1103/PhysRevA.93.063827,"Tsinghua Univ,RIKEN,Univ Michigan,TNList"
10.1088/1367-2630/ab09b0,"Univ Sherbrooke,Univ Sydney,Northwestern Univ,Canadian Inst Adv Res,Univ Chicago"
10.1103/PhysRevA.90.012318,Natl Taiwan Univ
10.1103/PhysRevApplied.15.054001,"Univ Copenhagen,Delft Univ Technol,Microsoft Quantum Mat Lab Copenhagen"
10.1103/PhysRevB.106.174113,Univ Calif Santa Barbara
10.1016/j.optcom.2013.05.026,Fuzhou Univ
10.1007/s11433-012-4863-x,"S China Normal Univ,Hefei Normal Univ,Renmin Univ China,Univ Hong Kong"
10.1140/epjb/s10051-023-00629-5,Novosibirsk State Tech Univ
10.1134/S1054660X11150175,"Tatarstan Acad Sci,Russian Acad Sci,Kazan VI Lenin State Univ"
10.1088/1367-2630/18/5/053031,"Univ Calif Berkeley,Univ Queensland,Univ Sherbrooke,Canadian Inst Adv Res,NIST,Tata Inst Fundamental Res,MIT"
10.1088/2058-9565/ad3d7e,Natl Phys Lab
10.1038/s41567-021-01344-7,"Univ Cambridge,Univ Sheffield,Univ Cote dAzur"
10.1103/PhysRevLett.123.090404,"Univ Vienna,Austrian Acad Sci"
10.1103/PhysRevLett.110.120501,"Yale Univ,INRIA Paris Rocquencourt"
10.1209/0295-5075/104/47005,"Univ Strasbourg,Univ Ferhat Abbas Setif 1"
10.1126/science.adf9887,"Univ Paris Saclay,Korea Adv Inst Sci & Technol,Natl Inst Mat Sci,NTT Corp"
10.1021/acs.nanolett.8b03921,"Univ Stuttgart,Max Planck Inst Struct & Dynam Matter,Max Planck Inst Solid State Res,Univ Firenze,Synchrotron SOLEIL"
10.1103/PhysRevA.92.042314,Nanjing Univ Posts & Telecommun
10.1103/PhysRevA.89.012110,"FCEyN UBA,IFIBA CONICET UBA"
10.1103/PhysRevA.101.062312,Zhejiang Univ
10.3390/app14041478,"INFN,Technol Innovat Inst,Univ Firenze,Sez Firenze,Univ Milan,CERN,CNR,Univ Milano Bicocca,Bicocca Quantum Technol BiQuTe Ctr,Heidelberg Univ,Univ Pisa"
10.1088/0253-6102/67/6/674,"Chinese Acad Sci,Huazhong Univ Sci & Technol"
10.1038/s41467-022-35048-0,"Univ Texas Dallas,Incheon Natl Univ,Univ Calif Santa Cruz,Univ Calif SantaCruz,Univ Washington"
10.1088/1367-2630/13/9/095004,Leiden Univ
10.1103/PhysRevApplied.21.014015,"Univ Chicago,Argonne Natl Lab"
10.1088/1555-6611/aae279,"Tatarstan Acad Sci,Russian Acad Sci"
10.1063/5.0004454,"Linkoping Univ,Univ Chicago,Univ Stuttgart,IQST,Max Planck Inst Solid State Res,Argonne Natl Lab"
10.1039/c8ra03343a,Natl Univ Def Technol
10.1364/OE.482008,"Simon Fraser Univ,Photonic Inc,Univ Montreal,Leibniz Inst Kristallzuchtung,VITCON Projectconsult GmbH"
10.1021/acsami.8b00427,"Japan Adv Inst Sci & Technol,Natl Inst Adv Ind Sci & Technol,Hitachi Europe Ltd"
10.1038/NPHYS1639,Univ Calif Santa Barbara
10.1103/PhysRevB.105.174412,"Harvard Univ,Dept Phys,Harvard Smithsonian Ctr Astrophys,Stanford Univ,Inst Theoret Phys"
10.1103/PhysRevB.90.235315,SUNY Buffalo
10.1103/PhysRevLett.122.110501,"Univ Sci & Technol China,10 Univ Sci & Technol China,Zhejiang Univ"
10.1016/j.jmmm.2012.02.067,"Natl Inst Adv Ind Sci & Technol,Japan Sci & Technol Corp JST,Nagoya Univ,Univ Twente,Inst Max Von Laue Paul Langevin,Hokkaido Univ"
10.1103/PhysRevB.108.224416,"Delft Univ Technol,Rhein Westfal TH Aachen,Max Planck Inst Sci Light"
10.1103/PhysRevApplied.20.044077,"Tokyo Univ Sci,RIKEN Ctr Quantum Comp RQC,Natl Inst Adv Ind Sci & Technol"
10.1103/PRXQuantum.5.020334,Univ Melbourne
10.1103/PhysRevA.102.013710,"Univ Macau,Shanghai Maritime Univ"
10.1063/5.0055630,"NIST,Univ Maryland"
10.1103/PhysRevMaterials.5.074602,"Univ Chicago,Argonne Natl Lab"
10.1103/PRXQuantum.2.020347,"Univ Konstanz,Princeton Univ"
10.1103/PhysRevA.97.042342,Akita Prefectural Univ
10.1103/PhysRevB.91.174504,Karlsruhe Inst Technol
10.1103/PhysRevLett.124.240505,"Univ Innsbruck,Austrian Acad Sci,Univ Grenoble Alpes"
10.1038/s41467-023-39656-2,IST Austria
10.1109/TASC.2024.3350582,"Univ Milano Bicocca,Univ Pisa,Ist Nazl Fis Nucl,Fdn Bruno Kessler,Univ Salerno,Univ Firenze,CNR,CNR IFN,Univ Sannio,NEST Ist Nanosci CNR,Scuola Normale Super Pisa,Univ Ferrara"
10.1021/jacs.7b12170,"Peking Univ,Univ Oxford"
10.1140/epjb/e2013-40677-x,"Univ Bergen,Stockholm Univ,Tampere Univ Technol"
10.1038/ncomms3053,"Univ Hong Kong,Beijing Inst Technol,Carnegie Mellon Univ,Univ Washington"
10.1038/nnano.2010.252,Univ Washington
10.1103/PhysRevApplied.20.054047,"Nanjing Univ,South China Normal Univ,Hefei Natl Lab"
10.1063/1.3515520,"Natl Acad Sci Ukraine,Inst Photon Technol,Novosibirsk State Tech Univ,NEC Nano Elect Res Labs"
10.1038/s41534-020-00359-x,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1088/1612-202X/aaf328,South China Normal Univ
10.1103/PhysRevApplied.18.034027,"Univ Wisconsin,Univ Maryland,Bleximo Corp"
10.1038/s41467-023-39785-8,"Tsinghua Univ,Univ Sci & Technol China,Hefei Natl Lab,Shanghai Qi Zhi Inst"
10.1364/JOSAB.36.001937,"Zhengzhou Univ,Henan Univ Engn"
10.1088/1361-6455/aac736,"Univ Isfahan,Int Univ Imam Khomeini Qazvin"
10.1007/s11082-022-04041-8,Politecn Torino
10.1038/s42005-021-00751-9,"1QB Informat Technol 1QBit,Dow,IonQ"
10.1103/PhysRevApplied.14.064004,"Univ Concepcion,Univ Bio Bio"
10.35848/1347-4065/ac5b27,"Univ Calif Berkeley,Univ Washington,Mitsubishi Electr Corp"
10.1021/jacs.3c04021,"Univ Freiburg,Univ Strasbourg"
10.1103/PhysRevLett.130.040202,"Boston Univ Acad,Boston Univ,Johns Hopkins Univ"
10.1088/1674-1056/22/9/090312,Chinese Acad Sci
10.1088/1674-1056/27/2/024203,Dalian Maritime Univ
10.1021/acs.nanolett.2c03161,"Univ Florence,Univ Fed Parana,Univ Roma La Sapienza,Univ Rome,CNR"
10.1021/acs.jpcc.1c03549,"Naval Res Lab,Univ Vienna,Northwest Univ,Oak Ridge Natl Lab"
10.1063/1.5125224,"Univ Witwatersrand,Natl Univ Sci & Technol MISiS"
10.1038/s41598-019-49805-7,Univ Melbourne
