DOI,Institutions
10.1103/PhysRevB.104.174202,"Karlsruhe Inst Technol,Landau Inst Theoret Phys,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1103/PhysRevLett.106.130504,"CALTECH,Univ Penn"
10.1038/srep05535,"Beijing Computat Sci Res Ctr,RIKEN,Univ Hong Kong,Wuhan Univ,Univ Michigan"
10.1103/PhysRevLett.131.113601,"Fuzhou Univ,RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp RQC,Chinese Acad Sci,Univ Chinese Acad Sci,South China Univ Technol,Zhejiang Univ,Adam Mickiewicz Univ,Univ Michigan"
10.1038/s41467-020-17511-y,"RIKEN,Tokyo Med & Dent Univ,Univ Tokyo,Univ Sherbrooke,Japan Sci & Technol Agcy"
10.1088/1612-2011/13/8/085201,"Hefei Normal Univ,Anhui Xinhua Univ,Nanjing Univ"
10.1063/5.0069561,"Univ Florida,US Air Force Res Lab"
10.1063/5.0170259,"Nanjing Univ,Hefei Natl Lab,Purple Mt Labs"
10.1103/PhysRevLett.107.220501,"CEA Saclay,Univ Tsukuba,Sumitomo Elect Ind Ltd,Japan Atom Energy Agcy,ENS Cachan,CNRS"
10.1364/OE.24.000125,"Univ Geneva,NIST,CALTECH,Univ Basel"
10.1038/s41567-024-02408-0,"CALTECH,Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevApplied.14.054059,"Novosibirsk State Tech Univ,Bauman Moscow State Tech Univ,VNIIA,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Moscow Inst Phys & Technol,Univ Cambridge,Univ Glasgow,Leibniz Inst Photon Technol"
10.1103/PhysRevLett.118.140501,"Univ Copenhagen,Univ Utrecht"
10.1007/s10909-022-02871-0,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Royal Holloway Univ London,Natl Phys Lab"
10.1063/10.0004230,"Natl Acad Sci Ukraine,Kharkov Natl Univ"
10.1038/s41567-022-01590-3,"Lawrence Berkeley Natl Lab,Univ Calif Berkeley"
10.1038/s41534-021-00457-4,"Harvard Univ,Sandia Natl Labs,MIT,CCDC Army Res Lab,Brookhaven Natl Lab"
10.1038/s41467-022-28670-5,"IBM Res Europe,Swiss Fed Inst Technol,Swiss Fed Inst Technol Lausanne FPFL"
10.1016/j.sse.2022.108582,"San Jose State Univ,Lawrence Livermore Natl Lab"
10.1103/PhysRevLett.124.120501,"Tsinghua Univ,Fuzhou Univ"
10.1038/s41467-022-34614-w,"IQM,Aalto Univ,VTT Tech Res Ctr Finland Ltd,QTF Ctr Excellence"
10.1103/PhysRevLett.106.030502,"Univ Waterloo,Princeton Univ,Univ Sherbrooke"
10.1103/PhysRevApplied.20.024058,"Univ Queensland,Swiss Fed Inst Technol,Univ Innsbruck,Austrian Acad Sci,Rhein Westfal TH Aachen"
10.1103/PhysRevA.98.042331,"Dalian Nationalities Univ,Qufu Normal Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1038/s41467-022-29287-4,"MIT,Univ Copenhagen"
10.1038/s41586-022-04720-2,"NIST,Univ Colorado"
10.1088/0256-307X/33/2/024202,"Beijing Inst Technol,S China Normal Univ"
10.1103/PhysRevA.81.063823,"RIKEN,Tsinghua Univ,Univ Michigan"
10.1103/PhysRevX.13.041023,"Max Planck Inst Phys Komplexer Syst,Univ Calif,Lawrence Berkeley Natl Lab,Univ Cologne,Univ Bonn,St Kliment Ohridski Univ Sofia"
10.1103/PhysRevX.11.011015,"CALTECH,AWS Ctr Quantum Comp,CSIC,IFF CSIC"
10.1007/s11467-023-1319-x,"Hangzhou Normal Univ,Zhejiang Univ"
10.1038/s41467-019-10798-6,"Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res,Univ Fed Goias"
10.1103/PhysRevA.93.062511,"NIST,Army Res Lab,Georgia Tech Res Inst,Univ Stellenbosch,CSIR,Univ Sydney"
10.1038/srep07873,"Univ New S Wales,Nanjing Univ,Chinese Acad Sci,RIKEN,Univ Michigan"
10.1103/PhysRevA.92.012308,"Sun Yat sen Univ,Shaoxing Univ"
10.1021/acs.jpcc.4c07265,"Univ Zaragoza,CSIC,UPV,Fdn ARAID,IMDEA Nanociencia"
10.1038/s41467-023-39682-0,"Michigan State Univ,MIT,Washington Univ"
10.1103/PhysRevLett.126.090503,"Univ Colorado,NIST,Austrian Acad Sci,Univ Innsbruck,Univ Illinois,Yale Univ,Lab Phys Sci"
10.1103/PhysRevLett.106.083601,"Princeton Univ,Univ Waterloo"
10.1103/PhysRevApplied.14.014072,"Tata Inst Fundamental Res,Univ Chicago"
10.1103/PhysRevApplied.11.014009,"Univ Wisconsin,Syracuse Univ,Northrop Grumman Corp,IBM TJ Watson Res Ctr,Univ Rochester,Univ Maryland,Univ Oregon,SeeQC Inc"
10.1103/PhysRevX.12.031036,"Chalmers Univ Technol,Barcelona Inst Sci & Technol,Univ Palermo,CNR,Ecole Polytech Fed Lausanne,Ecole Polytech Fed Lausanne EPFL,Swiss Fed Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1063/5.0128964,"Nanjing Univ,Hefei Natl Lab,Purple Mt Labs"
10.1038/s41598-024-65086-1,"Fujitsu Ltd,Natl Inst Adv Ind Sci & Technol,Natl Astron Observ Japan"
10.1103/PhysRevLett.112.160502,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1007/s11082-013-9752-7,"Al Azhar Univ,Sohag Univ,Taif Univ,Assiut Univ"
10.1143/PTP.128.587,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevA.109.012601,"Shandong Inspur Intelligence Res Inst Co Ltd,Shandong Yunhai Guochuang Innovat Technol Co Ltd,Beijing Univ Technol,Univ Waterloo,Hunan Normal Univ,Quantum Element Technol Shen Zhen Co Ltd"
10.1103/PhysRevA.91.022303,"S China Normal Univ,Nanjing Univ,Univ Hong Kong,Univ Sci & Technol China"
10.1038/s41534-022-00600-9,"IMEC,Katholieke Univ Leuven"
10.1103/PhysRevLett.129.110601,"Ecole Normale Super Lyon,CNRS,Univ Grenoble Alpes,INRIA Paris,Chapman Univ,Univ Rochester"
10.1103/PhysRevApplied.13.014051,"Tokyo Med & Dent Univ,RIKEN,Univ Tokyo"
10.1088/1361-6668/aad8f4,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,CSIC,Univ Mayor,Univ Grenoble Alpes,CNRS"
10.1103/PhysRevA.81.012306,"Gettysburg Coll,Williams Coll"
10.1088/1674-1056/ac0425,"Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Beijing Liuhe Lianchuang Technol Co Ltd,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1038/s41586-020-2687-9,"Univ Maryland,Natl Tsinghua Univ"
10.1007/s11433-010-4014-1,"Chinese Acad Sci,Univ Sci & Technol China"
10.1088/1674-1056/ab37f9,"Nanjing Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1126/sciadv.abb8780,"MIT,Chalmers Univ Technol"
10.1038/s41586-021-03288-7,"Univ Chicago,Argonne Natl Lab,Southern Univ Sci & Technol,Univ Lyon,Univ Grenoble Alpes"
10.1038/srep38356,"Natl Univ Singapore,Nanyang Technol Univ,CNRS UNS NUS NTU Int Joint Res Unit,Univ Catania,Ist Nazl Fis Nucl"
10.1103/PhysRevLett.123.190502,"Karlsruhe Inst Technol,IBM Res Zurich,Swiss Fed Inst Technol,NIST,Natl Univ Sci & Technol MISIS,Univ Glasgow"
10.1038/s41467-021-26686-x,"Univ Maryland,Univ Lyon"
10.1038/s41467-022-34727-2,"Southern Univ Sci & Technol,Int Quantum Acad,Southeast Univ,Forschungszentrum Julich,Technol Innovat Inst"
10.7566/JPSJ.88.061011,"Tokyo Univ Sci,RIKEN"
10.1134/S0021364011060130,"S China Normal Univ,Nanjing Univ"
10.1109/TASC.2014.2330522,"Syracuse Univ,IBM Corp"
10.1103/PhysRevLett.129.037205,"Delft Univ Technol,Tohoku Univ,Univ Chinese Acad Sci"
10.1103/PhysRevA.97.052315,"Nanjing Univ,Macquarie Univ,RIKEN Cluster Pioneering Res,Ulm Univ"
10.1103/PhysRevLett.123.080501,"Tsinghua Univ,Shanxi Univ,South China Normal Univ"
10.1088/1367-2630/16/4/045020,"Rhein Westfal TH Aachen,JARA Fundamentals Future Informat Technol,Univ Palermo"
10.1209/0295-5075/101/50005,"Univ Paris 06,Univ Antonio Narino,ETH"
10.1103/PhysRevA.109.052414,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Univ Chinese Acad Sci,Frontier Sci Ctr Quantum Informat"
10.1103/PhysRevB.84.184515,"Princeton Univ,IBM Corp"
10.1103/PhysRevLett.133.240601,"Google Quantum AI,Yale Univ"
10.1103/PhysRevApplied.22.064038,"Atlantic Quantum,Syracuse Univ"
10.1103/PhysRevApplied.18.064036,"Hangzhou Normal Univ,Zhejiang Univ,Shangrao Normal Univ"
10.3938/jkps.76.1029,"Korea Res Inst Stand & Sci,Korea Univ,Univ Sci & Technol,Sungkyunkwan Univ"
10.1103/PhysRevB.110.115413,"AGH Univ Krakow,Univ Basel"
10.1103/PhysRevApplied.17.024058,"Univ Oxford,Oxford Quantum Circuits"
10.1103/PhysRevLett.125.200503,"Nanjing Univ,Nanjing Univ Posts & Telecommun,Shanxi Univ"
10.12693/APhysPolA.138.728,"Univ Coll Dublin,Cracow Univ Sci & Technol,Quantum Hardware Syst"
10.1103/PhysRevA.85.053833,"RIKEN,Univ Macau,Tsinghua Univ,Univ Michigan"
10.1002/andp.201800427,"Fuzhou Univ,Harbin Inst Technol"
10.1038/s41598-019-52866-3,"Korea Inst Adv Study,Univ Oxford,Kongju Natl Univ,Univ Tokyo"
10.1103/PhysRevApplied.14.064016,"Nanjing Univ,Nanjing Univ Posts & Telecommun,Shanxi Univ"
10.1103/PhysRevLett.121.110501,"Tsinghua Univ,South China Normal Univ"
10.1103/PRXQuantum.3.040332,"NTT Corp,Natl Inst Adv Ind Sci & Technol,IQM Finland Oy"
10.1103/PhysRevA.104.032403,"Natl Cheng Kung Univ,Ctr Quantum Technol"
10.1103/PhysRevApplied.19.024014,"Delft Univ Technol,Univ Copenhagen,Phys Tech Bundesanstalt"
10.1038/s41598-024-57248-y,"Bauman Moscow State Tech Univ,VNIIA"
10.1038/s41534-021-00367-5,"Chalmers Univ Technol,Natl Phys Lab,Indian Inst Sci"
10.1103/PhysRevA.88.033811,"Yerevan State Univ,Inst Phys Res"
10.1088/1367-2630/15/4/045001,"Bayer Akad Wissensch,Tech Univ Munich"
10.1063/5.0064800,"Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Karlsruhe Inst Technol"
10.1038/s41567-023-02082-8,"Karlsruhe Inst Technol,Quantum Machines,Forschungszentrum Julich"
10.1103/PhysRevApplied.7.064006,"Tokyo Med & Dent Univ,RIKEN,Natl Inst Adv Ind Sci & Technol,NTT Corp,NEC Corp Ltd,Univ Tokyo"
10.1103/PhysRevA.92.012320,"Univ Georgia,Univ Calif Santa Barbara,Google Inc"
10.1038/s41534-024-00840-x,"Fermi Natl Accelerator Lab FNAL,IIT,Rigetti Comp,US DOE,NIST,Univ Colorado,Northwestern Univ,Louisiana State Univ"
10.1103/PhysRevLett.123.107704,"Univ Grenoble Alpes,Yale Univ,Forschungszentrum Julich"
10.1103/PhysRevB.97.180505,"KIT,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevLett.129.177701,"Univ Calif Berkeley,CNR,Harvard Univ,Lawrence Berkeley Natl Lab"
10.1103/PhysRevA.87.022309,"Univ Georgia,Univ Calif Riverside,Univ Calif Santa Barbara"
10.1103/PhysRevA.98.012331,"Shanxi Univ,Univ Calif,Nanjing Univ,South China Normal Univ,Univ Sci & Technol China"
10.1103/PhysRevA.89.013841,"Univ Calif Riverside,McGill Univ"
10.1016/j.scib.2018.11.010,"Tsinghua Univ,Univ Sci & Technol China"
10.1103/PhysRevA.104.022601,"Shanxi Univ,Shandong Normal Univ"
10.1103/PhysRevB.101.054511,"Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1088/0957-4484/27/36/364003,"Syracuse Univ,Univ Sao Paulo,Univ Estadual Campinas,Univ Southampton"
10.1063/5.0145077,"Natl Inst Stand & Technol,Univ Colorado"
10.1103/PhysRevA.95.053833,"Hamad Bin Khalifa Univ,Natl Inst Informat & Commun Technol"
10.1016/j.cryogenics.2020.103117,"Univ Coll Dublin,Lodz Univ Technol,Quantum Hardware Syst,Cardinal Wyszynski Univ"
10.1103/PhysRevB.95.144402,"City Univ New York,Univ Calif Los Angeles,Google Inc"
10.1063/1.5144722,"NTT Corp,Natl Univ Singapore,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevApplied.15.064050,"Univ Oxford,Univ Basel,Univ Lancaster,IBM Res Zurich"
10.1088/1674-1056/26/6/060308,"Chinese Acad Sci,Univ Chinese Acad Sci CAS,Nanjing Univ,Univ Sci & Technol China,Collaborat Innovat Ctr Quantum Matter"
10.1038/s42005-024-01733-3,"Aalto Univ,VTT Tech Res Ctr Finland Ltd"
10.1063/5.0234579,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.1103/PRXQuantum.2.010339,"Princeton Univ,Univ Sherbrooke,Northwestern Univ,Univ Chicago,Canadian Inst Adv Res"
10.1103/PhysRevA.100.022343,"Austrian Acad Sci,Univ Innsbruck,Max Planck Inst Quantum Opt,Harvard Univ"
10.1103/PhysRevB.102.094502,"NTT Corp,Tokyo Univ Sci,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevApplied.16.064062,"Univ Sherbrooke,Canadian Inst Adv Res"
10.1007/s10948-013-2191-7,"King Fahd Univ Petr & Minerals,RIKEN"
10.1002/andp.201900036,"Dalian Nationalities Univ,Dalian Univ Technol,Qufu Normal Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1126/sciadv.ado9094,"MIT,AWS Ctr Quantum Comp"
10.1103/PhysRevB.85.024537,"RIKEN,Tsinghua Univ,NEC Green Innovat Res Labs"
10.1103/PhysRevB.82.024514,"Univ Geneva,Univ Munich,Univ Calif Santa Barbara,Univ Erlangen Nurnberg,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1103/PhysRevA.90.042303,"Tatarstan Acad Sci,Kazan Natl Res Tech Univ,Russian Acad Sci"
10.1103/PhysRevA.87.033827,"Chongqing Univ,Zhejiang Univ,Zhejiang Normal Univ,Nanyang Technol Univ"
10.1038/s41467-024-49467-8,"Swiss Fed Inst Technol Lausanne EPFL,Ctr Quantum Sci & Engn EPFL,Purdue Univ"
10.1038/s41467-017-02046-6,"Univ Chicago,IBM TJ Watson Res Yorktown Hts"
10.1007/s11433-022-1972-1,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Fudan Univ,Songshan Lake Mat Lab"
10.1103/PhysRevApplied.16.024063,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1038/s41534-021-00511-1,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Grenoble Alpes,Google,Amazon AWS,Univ Lyon"
10.1088/1748-0221/19/09/P09001,"Pacific Northwest Natl Lab,MIT,MIT Lincoln Lab"
10.1103/PhysRevApplied.15.034065,"Northwestern Univ,Princeton Univ,Univ Chicago"
10.1088/1367-2630/14/7/073041,"RIKEN,Univ Michigan,Ludong Univ,Tsinghua Univ"
10.1103/PhysRevA.106.042430,"Fuzhou Univ,Hubei Univ Arts & Sci,RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp RQC,Harbin Inst Technol"
10.1103/PhysRevA.101.012336,"Michigan State Univ,Washington Univ,Southern Univ Sci & Technol"
10.1038/s41928-023-01033-8,"IMEC,Katholieke Univ Leuven,Taiwan Semicond Mfg Co"
10.1103/PhysRevLett.116.010501,"SUNY Stony Brook,Zhejiang Univ,Univ Kansas"
10.1038/s41586-020-3038-6,"CALTECH,AWS Ctr Quantum Comp"
10.3938/jkps.60.72,"Korea Adv Inst Sci & Technol,Yonsei Univ"
10.1038/s41467-021-21098-3,"MIT,Southern Univ Sci & Technol,Univ Copenhagen"
10.1088/0953-8984/23/22/225702,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevB.91.094517,"RIKEN,Univ Tokyo"
10.1103/PhysRevA.97.053813,"Natl Univ Singapore,Nanyang Technol Univ"
10.1007/s11128-016-1368-y,"Univ Sussex,Comenius Univ,Leibniz Inst Photon Technol,Russian Quantum Ctr"
10.1103/PhysRevX.12.031017,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Chapman Univ,Univ Southern Calif,MIT"
10.1021/acs.nanolett.1c04160,"Columbia Univ,Raytheon BBN Technol Quantum Engn & Comp Grp,Natl Inst Mat Sci"
10.1063/5.0103597,"Univ Basel,Swiss Fed Inst Technol"
10.1103/PhysRevLett.110.150502,"Univ Calif Santa Barbara,Zhejiang Univ"
10.1103/PhysRevB.91.104516,"Comenius Univ,Slovak Acad Sci,Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1103/PhysRevB.100.024509,"Forschungszentrum Julich,JARA"
10.1364/OE.514909,"Univ Sci & Technol China,QuantumCTek Co Ltd"
10.1038/srep23646,"Tsinghua Univ,Chinese Acad Sci,Tsinghua Natl Lab Informat Sci & Technol TNList"
10.1103/PhysRevB.96.024504,"Virginia Tech,Princeton Univ,Aberystwyth Univ"
10.1103/PhysRevApplied.8.054015,"Univ Waterloo,Univ Politecn Cataluna,BSC"
10.1109/JSTQE.2014.2358208,"Univ Maryland,Lab Phys Sci"
10.1103/PhysRevA.93.042329,"Natl Univ Singapore,Nanyang Technol Univ,CNRS UNS NUS NTU Int Joint Res Unit,Univ Catania,Ist Nazl Fis Nucl"
10.1016/j.aej.2024.07.050,"Prince Sattam Bin Abdulaziz Univ,Jouf Univ,Assiut Univ"
10.1088/1674-1056/27/6/068501,"Tsinghua Univ,Univ Kansas"
10.1155/2020/3838106,"Nanjing Vocat Univ Ind Technol,Nanjing Univ Sci & Technol"
10.1021/acsnano.3c10740,"Brookhaven Natl Lab,Pacific Northwest Natl Lab"
10.1088/1751-8113/45/20/205304,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevApplied.14.014047,"MIT,Ctr Atom Bariloche,Inst Balseiro,Inst Nanociencia & Nanotecnol INN"
10.1038/nature09418,"Univ Calif Santa Barbara,NEC Corp Ltd"
10.1103/PhysRevA.110.012417,"Budapest Univ Technol & Econ,HUN REN Wigner Res Ctr Phys,HUN REN BME Quantum Dynam & Correlat Res Grp"
10.1103/PhysRevApplied.17.064022,"Aalto Univ,RIKEN,Univ Michigan,Moscow Inst Phys & Technol"
10.1103/PhysRevApplied.8.054007,"Univ Wisconsin,Google Inc,Univ Calif Santa Barbara,IBM Corp"
10.1103/PhysRevB.109.155164,"Jozef Stefan Inst,Univ Ljubljana"
10.1038/srep37544,"Univ Kansas,Texas A&M Univ,Natl Taiwan Univ"
10.1103/PhysRevLett.111.107008,"NTT Corp,TU Wien,Osaka Univ,Res Org Informat & Syst"
10.1103/PhysRevLett.113.050402,"NIST,Univ Colorado,Boston Univ"
10.1103/PhysRevLett.129.227002,"MIT,Univ Copenhagen"
10.1063/5.0226611,"Fermilab Natl Accelerator Lab,Old Dominion Univ,Appl Res Ctr,European Org Nucl Res"
10.1016/j.ijleo.2017.01.011,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ,Al Baha Univ"
10.1103/PRXQuantum.5.040318,"Ecole Polytech Fed Lausanne,Univ Maryland,Univ Wisconsin Madison"
10.1103/PhysRevApplied.19.044067,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,RIKEN Ctr Quantum Comp RQC,Tokyo Univ Sci,Moscow State Pedag Univ,Russian Quantum Ctr"
10.1103/PhysRevA.81.022305,"Univ Waterloo,Univ Munich,Leiden Univ,Michigan State Univ"
10.1038/s41534-020-00357-z,"Aalto Univ,IQM,Loughborough Univ"
10.1103/PhysRevApplied.19.054050,"Beijing Acad Quantum Informat Sci,Nanjing Univ Posts & Telecommun"
10.1103/PhysRevA.87.030301,"IBM TJ Watson Res Ctr,Syracuse Univ"
10.1103/PhysRevB.81.144510,"Univ Augsburg,Bayer Akad Wissensch,Tech Univ Munich,CSIC,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1038/srep16934,"Univ Loughborough,RIKEN,Moscow Inst Steel & Alloys,Tech Univ Darmstadt,Leibniz Inst Photon Technol,Univ Michigan"
10.1038/s41534-022-00644-x,"Nanonal Univ Sci & Technol MISIS,Russian Quantum Ctr,Moscow Inst Phys & Technol,Dukhov Res Inst Automat VNIIA,Bauman Moscow State Tech Univ,Swiss Fed Inst Technol"
10.1103/PhysRevB.87.220505,"Syracuse Univ,McGill Univ,Raytheon BBN Technol,Univ Sherbrooke"
10.1103/PhysRevApplied.16.014024,"Peking Univ,Shanxi Univ,TU Wien"
10.1103/PhysRevApplied.22.044063,"Univ Cologne,Technol Innovat Inst,Forschungszentrum Julich"
10.1038/s41467-018-04372-9,"Univ Claude Bernard Lyon 1,UPMC Univ Paris 06,PSL Res Univ,INRIA Paris"
10.1126/science.aaw1611,"Univ Sci & Technol China,Beijing Computat Sci Res Ctr,RIKEN,Chinese Acad Sci,Nanjing Univ,Zhejiang Univ,Univ Michigan,Univ Chinese Acad Sci"
10.1103/PhysRevB.110.024519,"Syracuse Univ,Forschungszentrum Julich,Technol Innovat Inst,Brookhaven Natl Lab,Univ Wisconsin Madison,Kavli Inst Particle Astrophys & Cosmol,SLAC Natl Accelerator Lab"
10.1103/PhysRevA.83.062302,"Hangzhou Normal Univ,E China Normal Univ"
10.1007/s10909-022-02672-5,"Michigan State Univ,Washington Univ"
10.1103/PhysRevApplied.18.064046,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1038/s41467-023-40097-0,"Beijing Computat Sci Res Ctr,Zhejiang Univ,Univ Catania,Tsinghua Univ,Beijing Acad Quantum Informat Sci,Univ Messina,RIKEN,Univ Michigan,RIKEN Ctr Quantum Comp RQC,Univ Tokyo"
10.1103/PhysRevA.81.062323,"RIKEN,Univ Michigan,Tsinghua Univ"
10.1038/s41534-023-00721-9,"Chinese Acad Sci,Univ Chinese Acad Sci,Hefei Natl Lab,Beijing Univ Technol,Eindhoven Univ Technol,Songshan Lake Mat Lab"
10.1103/PhysRevLett.132.090602,"IBM TJ Watson Res Ctr,Univ Massachusetts,IBM Almaden Res Ctr"
10.1103/PhysRevLett.113.220502,"Univ Calif Santa Barbara,Univ Georgia"
10.1063/1.4930201,"Nanjing Univ,Univ Kansas,Univ Sci & Technol China"
10.1007/s10946-016-9582-8,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ,McGill Univ,Texas A&M Univ"
10.1103/PhysRevApplied.20.034056,"MIT,Lab Phys Sci"
10.1038/s41534-021-00385-3,"Chinese Acad Sci,Univ Chinese Acad Sci,RIKEN,Beijing Acad Quantum Informat Sci,UCAS,Songshan Lake Mat Lab"
10.1016/j.physleta.2014.11.022,"FCEyN UBA,Univ Buenos Aires"
10.1103/PhysRevB.101.134509,"Princeton Univ,Rigetti Comp"
10.1103/PhysRevLett.132.017001,"Univ Wisconsin Madison,Syracuse Univ"
10.1088/1674-1056/21/4/044209,"Wenzhou Univ,Zhejiang Normal Univ"
10.1088/1367-2630/ab2e26,"Zhejiang Univ,Shandong Univ,Univ Sci & Technol China"
10.1108/03321641111101203,"Atilim Univ,Gazi Univ,Ankara Univ,Inst Phys Azerbaijan NAS"
10.1103/PhysRevApplied.7.054022,"South China Normal Univ,Huazhong Univ Sci & Technol,Beijing Computat Sci Res Ctr"
10.1007/s10909-013-0873-y,"Natl Sci Ctr Kharkov Inst Phys & Technol,Natl Acad Sci Ukraine"
10.1103/PhysRevA.105.022605,"Ludwig Maximilians Univ Munchen,IQM Germany GmbH"
10.1103/PhysRevLett.125.056801,"Univ Copenhagen,Rutgers State Univ,Swiss Fed Inst Technol,Microsoft Quantum Mat Lab Copenhagen"
10.1038/s41534-019-0168-5,"Chalmers Univ Technol,Natl Phys Lab"
10.1103/PhysRevLett.116.150501,"Tulane Univ,CUNY"
10.1103/PRXQuantum.2.040341,"IST Austria,Kings Coll London"
10.1088/1674-1056/23/4/040307,"Jiangxi Normal Univ,Key Lab Photoelect & Telecommun Jiangxi Prov"
10.1142/S0217979215502367,"Jiangxi Normal Univ,Univ Macau"
10.1038/s41467-024-48791-3,"Zhejiang Univ,Univ Calif Davis,Beijing Computat Sci Res Ctr,Univ Houston"
10.1007/s10909-017-1787-x,"Univ Lancaster,Aalto Univ,Natl Phys Lab"
10.1070/QEL16795,"Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol,RQC,Russian Acad Sci,Dukhov All Russia Res Inst Automat"
10.1088/1367-2630/13/9/093022,"Univ Augsburg,CSIC Univ Zaragoza,Fdn ARAID,CSIC"
10.1140/epjd/e2010-00015-x,"Natl Univ Def Technol,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol"
10.1038/s41534-023-00722-8,"Univ Queensland,Rhein Westfal TH Aachen"
10.1103/PhysRevA.91.042312,"Bauman Moscow State Tech Univ,Russian Acad Sci,Russian Quantum Ctr"
10.1103/PRXQuantum.4.010314,"IQM Quantum Comp,Aalto Univ,VTT"
10.1103/PhysRevB.82.184515,"Univ Calif Santa Barbara,NEC Corp Ltd"
10.1007/s11141-024-10341-8,"Russian Quantum Ctr,Natl Univ Sci & Technol,Moscow Inst Phys & Technol"
10.1140/epjb/e2017-80563-y,"Ctr Atom Bariloche,Inst Balseiro"
10.1103/PhysRevB.92.224511,"Rhein Westfal TH Aachen,Chalmers,Forschungszentrum Julich"
10.1103/PhysRevB.82.100507,"ETH,Univ Pavia,Princeton Univ"
10.1134/S0021364017010143,"Natl Res Technol Univ MISiS,Russian Acad Sci,Karlsruhe Inst Technol,Ruhr Univ Bochum,Russian Quantum Ctr,State Univ"
10.1103/PhysRevX.8.021052,"Univ Queensland,Imperial Coll London,Univ Oxford,Univ Lancaster"
10.1002/pssb.202100500,"Nanjing Univ,Shandong Inspur Sci Res Inst Co Ltd"
10.1103/PhysRevB.104.144502,"Univ Wisconsin Madison,Natl Res Univ HSE,Google Inc"
10.1103/PhysRevB.81.100511,"Karlsruhe Inst Technol,DFG CFN"
10.1016/j.cjph.2024.09.024,"Yangtze Univ,Nanjing Agr Univ"
10.1103/PRXQuantum.1.010307,"Rutgers State Univ,Univ Massachusetts,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevX.6.011002,"Univ Paris Diderot,INRIA Paris Rocquencourt,PSL Res Univ"
10.1103/PhysRevA.86.022305,"Univ Sherbrooke,Raytheon BBN Technol,McGill Univ"
10.1103/PRXQuantum.3.020337,"Rigetti Comp,Yale Univ"
10.1063/5.0224271,"Tsinghua Univ,Frontier Sci Ctr Quantum Informat"
10.1088/1361-6455/ab91e4,"Harvard Smithsonian Ctr Astrophys,Nanjing Univ,Purple Mt Labs,Univ Kansas"
