DOI,gate,noise,silicon,electron,state,field,quantum dot,donor,charge,control,hole,couple,photon,fidelity,interaction,exchange,dot,valley,relaxation,orbit,center,readout,entanglement,decoherence,coherence,resonator,measurement,phase,device,semiconductor,sequence,bath,frequency,error,diamond,information,resonance,scheme,temperature,transition,ion,energy,cavity,dynamic,order,environment,singlet,phonon,architecture,structure,parameter,triplet,interface,metal,distance,complex,molecule,regime,level,vacancy,computation,microwave,function
10.1021/acs.jpclett.7b00479,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,5.48,0.0,2.15,0.0,0.0,0.0,0.0
10.7567/APEX.10.103004,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,4.42,0.0,4.91,0.0
10.1134/S002136401705006X,0.0,0.0,0.0,1.41,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1134/S1070328417110094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,2.28,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c7nj01071k,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acs.nanolett.7b02627,0.0,0.0,0.0,0.0,1.29,0.0,1.56,0.0,3.05,0.0,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,1.46,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.jcrysgro.2017.05.008,0.0,4.07,0.0,0.0,0.0,0.0,1.56,0.0,4.58,0.0,4.85,1.03,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1088/1361-648X/aa6aac,0.89,1.36,0.0,0.0,1.29,0.93,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0
10.1038/s41467-017-00534-3,0.0,0.0,0.0,4.94,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,2.95,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.245411,0.0,0.0,0.0,0.0,0.64,2.8,1.56,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,1.54,10.68,0.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,4.55,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-017-0029-z,0.89,1.36,0.0,0.0,0.0,2.8,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,2.17,0.0,11.05,0.0,4.91,0.0
10.1016/j.scib.2017.04.024,0.0,0.0,0.0,1.41,3.87,0.0,1.56,0.0,4.58,0.0,0.0,2.07,0.0,0.0,0.0,1.79,1.54,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,1.54,2.13,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,1.96,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c7cp03872k,0.0,0.0,0.0,3.53,0.0,1.86,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,2.08,8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.7.031010,3.56,0.0,0.0,2.12,0.64,5.59,0.0,0.0,1.53,3.65,0.0,3.1,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.35,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0
10.1109/JSSC.2017.2737549,0.0,2.71,0.0,1.41,0.64,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-018-04340-3,0.89,0.0,2.85,0.0,0.64,0.0,0.0,0.0,0.0,2.44,0.0,1.03,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.93,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,4.17,0.0,0.0,0.0,3.7,1.98,0.0,0.0,0.0,0.0,0.0,6.69,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,4.42,0.0,0.0,0.0
10.1038/nature25766,1.78,0.0,2.85,0.0,1.93,0.0,0.78,0.0,0.0,2.44,0.0,0.0,0.0,2.85,0.0,0.0,3.08,0.0,0.0,0.0,0.0,2.21,2.25,0.0,0.0,0.0,1.54,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.5036521,1.78,1.36,0.0,0.0,0.64,1.86,0.0,0.0,0.0,2.44,4.85,5.17,0.0,0.0,1.04,0.0,0.0,0.0,2.15,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1103/PhysRevX.8.041027,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-018-0365-y,0.0,0.0,0.0,2.12,0.0,0.0,0.78,0.0,0.0,0.0,0.0,9.31,10.43,0.0,1.04,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,1.46,4.97,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,2.95,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,2.17,2.45,0.0
10.1038/s41534-018-0112-0,5.34,16.27,0.0,0.71,0.0,0.0,0.78,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,2.13,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/adfm.201801695,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.28,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.98.245409,0.0,4.07,0.0,0.71,0.64,0.93,0.78,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,2.67,2.15,1.99,0.0,0.0,0.0,3.61,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.98.245424,0.0,0.0,4.27,1.41,1.29,5.59,3.12,0.0,0.0,0.0,0.0,1.03,0.0,0.0,2.08,0.0,0.0,10.68,0.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,2.28,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,2.15,0.0,2.17,0.0,1.98
10.1103/PhysRevA.98.012304,0.0,0.0,0.0,0.0,1.29,0.93,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-018-06418-4,0.0,0.0,0.0,0.0,0.0,0.93,2.34,0.0,0.0,1.22,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,3.73,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c8dt00139a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,8.23,0.0,0.0,0.0,0.0,0.0,3.95
10.1038/s41467-018-07522-1,2.67,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,1.22,0.0,1.03,0.0,2.85,0.0,1.79,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,1.46,0.0,1.54,2.13,0.0,1.51,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,2.19,0.0,2.4,0.0,0.0,2.21,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1038/s41598-018-26633-9,0.0,1.36,0.0,0.71,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.08,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,1.46,0.0,1.54,0.0,0.0,0.0,0.0,0.0,1.86,0.0,4.17,0.0,0.0,0.0,1.85,0.0,0.0,0.0,2.71,0.0,1.61,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,4.42,0.0,0.0,0.0
10.1007/s11433-017-9145-6,0.0,0.0,0.0,0.71,3.87,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.79,1.54,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.97.245412,0.0,0.0,2.85,0.0,0.0,0.0,0.78,0.0,0.0,1.22,0.0,4.14,0.0,4.27,0.0,0.0,0.0,18.69,2.15,0.0,0.0,8.84,0.0,0.0,0.0,0.0,1.54,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.97.012318,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,6.15,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,6.15,2.13,0.0,0.0,0.0,0.0,0.0,11.16,0.0,0.0,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.97.155433,0.89,0.0,5.69,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.54,18.69,2.15,1.99,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.aar4054,0.0,0.0,4.27,2.82,0.0,1.86,2.34,0.0,1.53,0.0,0.0,3.1,8.35,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.91,0.0
10.1126/science.aat3581,0.89,0.0,0.0,0.0,2.58,0.93,0.0,0.0,0.0,1.22,0.0,0.0,20.87,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,3.01,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.22331/q-2018-05-28-70,0.0,0.0,0.0,0.71,0.64,2.8,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,10.73,1.99,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.61,0.0,4.38,10.42,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,4.33,2.15,0.0,0.0,0.0,1.98
10.1103/PhysRevB.98.195307,0.89,0.0,1.42,2.12,3.87,0.93,0.78,14.73,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,1.54,0.0,19.31,1.99,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.98.155320,2.67,0.0,1.42,2.12,0.64,0.0,3.12,0.0,0.0,1.22,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1103/PhysRevApplied.9.034003,0.0,6.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,0.0,0.0,3.01,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.10.044017,0.0,10.85,4.27,0.0,0.0,0.0,2.34,4.91,1.53,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.46,0.0,1.54,0.0,1.67,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physe.2018.01.024,0.0,0.0,0.0,0.0,0.64,2.8,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,2.74,0.0,0.0,0.0,7.37,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-018-34108-0,0.0,0.0,0.0,1.41,1.93,0.93,0.78,0.0,0.0,0.0,0.0,1.03,6.26,1.42,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,9.93,3.08,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,4.38,0.0,2.4,0.0,0.0,4.42,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1126/science.aau4691,0.0,0.0,1.42,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.03,4.17,0.0,6.24,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1.47,1.88,0.0,0.0,1.98,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1038/s41467-018-05664-w,2.67,0.0,0.0,2.12,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,7.36,0.0
10.1038/s41565-017-0014-x,0.89,5.42,0.0,0.71,0.0,0.0,0.0,0.0,4.58,1.22,0.0,2.07,0.0,2.85,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,2.13,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1103/PhysRevApplied.10.054026,1.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.120.137702,1.78,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.51,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-018-0059-1,0.89,0.0,7.11,3.53,0.0,0.93,1.56,0.0,0.0,1.22,0.0,2.07,0.0,0.0,0.0,0.0,0.0,2.67,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,1.51,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.aaq1459,0.0,0.0,4.27,1.41,0.64,0.0,0.0,19.63,0.0,0.0,0.0,1.03,0.0,1.42,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.86,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.121.177701,0.0,4.07,0.0,0.71,0.0,0.0,1.56,0.0,3.05,0.0,0.0,0.0,0.0,0.0,1.04,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,2.71,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1103/PhysRevX.8.041050,0.0,0.0,0.0,2.82,1.29,0.93,4.68,0.0,1.53,0.0,14.56,0.0,0.0,0.0,2.08,1.79,0.0,0.0,6.44,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.54,0.0,1.67,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
